CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
raulgraciaguzman,Raúl Gracia Guzmán,Senador Propietario,PAN,1975-02-20, Nuevo León ,Primera Minoría, Nuevo León ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
raulmoronorozco,Raúl Morón Orozco,Senador Propietario,PT,1958-10-25, Michoacán ,Primera Minoría, Michoacán ,Licenciatura,Otra,LXIII,2015-08-29,2018-08-31
refugiotrinidadgarzoncanchola,Refugio Trinidad Garzón Canchola,Diputada Propietario,PES,1958-08-24, Sonora ,Representación Proporcional, Sonora Circunscripción: Primera ,Pasante/Licenciatura trunca,Derecho,LXIII,2015-08-29,2018-08-31
renatojosafatmolinaarias,Renato Josafat Molina Arias,Diputado Propietario,Morena,1900-01-01, ,Mayoría Relativa, Distrito Federal Distrito: 25 (Iztapalapa) ,Licenciatura,Comunicación,LXIII,2015-08-29,2018-08-31
renecerveragarcia,René Cervera García,Diputado Propietario,Morena,1959-10-16, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Maestría,Ciencias políticas y sociales,LXIII,2015-08-29,2018-08-31
renemandujanotinajero,René Mandujano Tinajero,Diputado Propietario,PAN,1972-12-08, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 14 (Acámbaro) ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
ricardobarrosoagramont,Ricardo Barroso Agramont,Senador Propietario,PRI,1980-02-29, Baja California Sur ,Mayoría Relativa, Baja California Sur ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
ricardodavidgarciaportilla,Ricardo David García Portilla,Diputado Propietario,PRI,1972-09-07, Tlaxcala ,Mayoría Relativa, Tlaxcala Distrito: 3 (Zacatelco) ,Maestría,Derecho,LXIII,2015-08-29,2018-08-31
ricardoramireznieto,Ricardo Ramírez Nieto,Diputado Propietario,PRI,1962-01-14, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 7 (San Francisco del Rincón) ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
ricardotajaramirez,Ricardo Taja Ramírez,Diputado Propietario,PRI,1900-01-01, ,Mayoría Relativa, Guerrero Distrito: 9 (Acapulco de Juárez) ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
ricardourzuarivera,Ricardo Urzúa Rivera,Senador Suplente,PRI,1966-05-19, Distrito Federal ,Representación Proporcional, N/A ,Licenciatura,Ingeniería,LXIII,2015-08-29,2018-08-31
ricardoangelbarrientosrios,Ricardo Ángel Barrientos Ríos,Diputado Propietario,PRD,1900-01-01, Guerrero ,Mayoría Relativa, Guerrero Distrito: 3 (Zihuatanejo) ,Pasante/Licenciatura trunca,Arquitectura y diseño,LXIII,2015-08-29,2018-08-31
robertoalejandrocañedojimenez,Roberto Alejandro Cañedo Jiménez,Diputado Propietario,Morena,1983-09-19, Baja California ,Representación Proporcional, Baja California Circunscripción: Primera ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
robertoguzmanjacobo,Roberto Guzmán Jacobo,Diputado Propietario,Morena,1975-12-17, Guerrero ,Representación Proporcional, Guerrero Circunscripción: Cuarta ,Licenciatura,Ciencias de la salud,LXIII,2015-08-29,2018-08-31
rociodiazmontoya,Rocío Díaz Montoya,Diputada Propietario,PRI,1970-02-01, Distrito Federal ,Mayoría Relativa, México Distrito: 28 (Zumpango de Ocampo) ,Preparatoria,,LXIII,2015-08-29,2018-08-31
rociomatesanzsantamaria,Rocío Matesanz Santamaría,Diputada Propietario,PAN,1900-01-01, Distrito Federal ,Mayoría Relativa, Campeche Distrito: 2 (Ciudad del Carmen) ,Maestría,Económico-financiera,LXIII,2015-08-29,2018-08-31
rodolfonoguesbarajas,Rodolfo Nogués Barajas,Diputado Suplente,PRI,1900-01-01, ,Mayoría Relativa, México Distrito: 1 (Jilotepec de Andrés Molina Enríquez) ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
rodrigoabdaladartigues,Rodrigo Abdala Dartigues,Diputado Propietario,Morena,1981-05-13, Puebla ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
rogeriocastrovazquez,Rogerio Castro Vázquez,Diputado Propietario,Morena,1984-02-29, Quintana Roo ,Representación Proporcional, Yucatán Circunscripción: Tercera ,Profesor Normalista,,LXIII,2015-08-29,2018-08-31
romanfranciscocorteslugo,Román Francisco Cortés Lugo,Diputado Propietario,PAN,1980-11-02, ,Mayoría Relativa, México Distrito: 15 (Tlalnepantla de Baz) ,Licenciatura,Económico-financiera,LXIII,2015-08-29,2018-08-31
rosaadrianadiazlizama,Rosa Adriana Díaz Lizama,Senadora Propietario,PAN,1973-11-16, Yucatán ,Mayoría Relativa, Yucatán ,Maestría,Ciencias políticas y sociales,LXIII,2015-08-29,2018-08-31
rosaalbaramireznachis,Rosa Alba Ramírez Nachis,Diputada Propietario,MC,1900-01-01, ,Mayoría Relativa, Jalisco Distrito: 13 (Guadalajara) ,Maestría,Otra,LXIII,2015-08-29,2018-08-31
rosaaliciaalvarezpiñones,Rosa Alicia Álvarez Piñones,Diputada Propietario,PVEM,1900-01-01, ,Mayoría Relativa, Michoacán Distrito: 5 (Zamora de Hidalgo) ,Licenciatura,Ciencias de la salud,LXIII,2015-08-29,2018-08-31
rosaguadalupechavezacosta,Rosa Guadalupe Chávez Acosta,Diputada Propietario,PRI,1900-01-01, ,Mayoría Relativa, Hidalgo Distrito: 2 (Ixmiquilpan) ,Licenciatura,Ciencias políticas y sociales,LXIII,2015-08-29,2018-08-31
rosalinamazariespin,Rosalina Mazari Espín,Diputada Propietario,PRI,1971-11-07, Morelos ,Mayoría Relativa, Morelos Distrito: 4 (Jojutla) ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
rosalindamuñozsanchez,Rosalinda Muñoz Sánchez,Diputada Propietario,PRI,1978-11-25, ,Mayoría Relativa, Tlaxcala Distrito: 1 (Apizaco) ,Licenciatura,Administración y contaduría,LXIII,2015-08-29,2018-08-31
rubenalejandrogarridomuñoz,Rubén Alejandro Garrido Muñoz,Diputado Propietario,PAN,1970-02-20, México ,Mayoría Relativa, Puebla Distrito: 5 (San Martín Texmelucan de Labas) ,,,LXIII,2015-08-29,2018-08-31
rubenantoniozuarthesquinca,Rubén Antonio Zuarth Esquinca,Senador Suplente,PRI,1900-01-01, ,Mayoría Relativa, Chiapas ,Maestría,Ciencias políticas y sociales,LXIII,2015-08-29,2018-08-31
ruthnoemitiscareñoagoitia,Ruth Noemí Tiscareño Agoitia,Diputada Propietario,PRI,1963-11-24, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 1 (Matehuala) ,Licenciatura,Administración y contaduría,LXIII,2015-08-29,2018-08-31
salomonfernandorosalesreyes,Salomón Fernando Rosales Reyes,Diputado Propietario,PRI,1958-12-21, Michoacán ,Mayoría Relativa, Michoacán Distrito: 1 (Lázaro Cárdenas) ,Licenciatura,Ciencias de la salud,LXIII,2015-08-29,2018-08-31
salomonmajulgonzalez,Salomón Majul González,Diputado Propietario,PRI,1980-07-04, ,Mayoría Relativa, Guerrero Distrito: 2 (Iguala de la Independencia) ,Licenciatura,Administración y contaduría,LXIII,2015-08-29,2018-08-31
salvadorgarciagonzalez,Salvador García González,Diputado Suplente,MC,1900-01-01, ,Representación Proporcional, Jalisco Circunscripción: Primera ,,,LXIII,2015-08-29,2018-08-31
salvadorvegacasillas,Salvador Vega Casillas,Senador Propietario,PAN,1961-08-18, Michoacán ,Representación Proporcional, N/A ,Maestría,Administración y contaduría,LXIII,2015-08-29,2018-08-31
samuelalexischaconmorales,Samuel Alexis Chacón Morales,Diputado Propietario,PRI,1977-12-18, Chiapas ,Mayoría Relativa, Chiapas Distrito: 12 (Tapachula) ,Maestría,Ciencias políticas y sociales,LXIII,2015-08-29,2018-08-31
samuelrodrigueztorres,Samuel Rodríguez Torres,Diputado Suplente,PVEM,1900-01-01, ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
sandraluzgarciaguajardo,Sandra Luz García Guajardo,Senadora Suplente,PAN,1958-12-28, Tamaulipas ,Mayoría Relativa, Tamaulipas ,Licenciatura,Administración y contaduría,LXIII,2015-08-29,2018-08-31
santiagotaboadacortina,Santiago Taboada Cortina,Diputado Propietario,PAN,1985-10-14, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Maestría,Ciencias políticas y sociales,LXIII,2015-08-29,2018-08-31
santiagotorreblancaengell,Santiago Torreblanca Engell,Diputado Propietario,PAN,1982-02-14, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
saralatiferuizchavez,Sara Latife Ruiz Chávez,Diputada Propietario,PRI,1976-10-21, Quintana Roo ,Representación Proporcional, Quintana Roo Circunscripción: Tercera ,Licenciatura,Económico-financiera,LXIII,2015-08-29,2018-08-31
sarapaolagalicofelixdiaz,Sara Paola Galico Félix Díaz,Diputada Propietario,Morena,1900-01-01, ,Mayoría Relativa, Distrito Federal Distrito: 17 (Álvaro Obregón) ,Pasante/Licenciatura trunca,Derecho,LXIII,2015-08-29,2018-08-31
sergioemiliogomezoliver,Sergio Emilio Gómez Oliver,Diputado Propietario,PAN,1900-01-01, ,Mayoría Relativa, Puebla Distrito: 15 (Tehuacán) ,Licenciatura,Administración y contaduría,LXIII,2015-08-29,2018-08-31
sergiolopezsanchez,Sergio López Sánchez,Diputado Propietario,PRD,1977-10-08, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 6 (Heroica Ciudad de Tlaxiaco) ,Pasante/Licenciatura trunca,Derecho,LXIII,2015-08-29,2018-08-31
sharonmariateresacuencaayala,Sharon María Teresa Cuenca Ayala,Diputada Propietario,PVEM,1900-01-01, ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Maestría,Derecho,LXIII,2015-08-29,2018-08-31
silviaguadalupegarzagalvan,Silvia Guadalupe Garza Galván,Senadora Propietario,PAN,1962-07-05, Coahuila ,Mayoría Relativa, Coahuila ,Licenciatura,Ciencias,LXIII,2015-08-29,2018-08-31
silviariveracarbajal,Silvia Rivera Carbajal,Diputada Propietario,PRI,1963-03-08, Guerrero ,Mayoría Relativa, Guerrero Distrito: 1 (Ciudad Altamirano) ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
silvinoreyestellez,Silvino Reyes Téllez,Diputado Suplente,PRI,1900-01-01, ,Mayoría Relativa, Oaxaca Distrito: 1 (San Juan Bautista Tuxtepec) ,,,LXIII,2015-08-29,2018-08-31
socorrosofioramirezhernandez,Socorro Sofío Ramírez Hernández,Senador Propietario,PRI,1967-06-27, Guerrero ,Mayoría Relativa, Guerrero ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
sofiadelsagrariodeleonmaza,Sofia del Sagrario De León Maza,Diputada Propietario,PRI,1900-01-01, Veracruz ,Mayoría Relativa, Veracruz Distrito: 1 (Pánuco) ,Profesor Normalista,,LXIII,2015-08-29,2018-08-31
sofiagonzaleztorres,Sofía González Torres,Diputada Propietario,PVEM,1900-01-01, ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
soniamendozadiaz,Sonia Mendoza Díaz,Senadora Propietario,PAN,1969-02-22, San Luis Potosí ,Mayoría Relativa, San Luis Potosí ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
soniarochaacosta,Sonia Rocha Acosta,Senadora Suplente,PAN,1978-03-30, Querétaro ,Mayoría Relativa, Querétaro ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
susanacorellaplatt,Susana Corella Platt,Diputada Propietario,PRI,1969-03-25, Sonora ,Mayoría Relativa, Sonora Distrito: 4 (Guaymas) ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
susanaosornobelmont,Susana Osorno Belmont,Diputada Propietario,PRI,1900-01-01, México ,Mayoría Relativa, México Distrito: 33 (Chalco de Díaz Covarrubias) ,Pasante/Licenciatura trunca,Arquitectura y diseño,LXIII,2015-08-29,2018-08-31
sylvialeticiamartinezelizondo,Sylvia Leticia Martínez Elizondo,Senadora Suplente,PAN,1947-11-20, Chihuahua ,Primera Minoría, Chihuahua ,Técnico,,LXIII,2015-08-29,2018-08-31
taniavictoriaarguijoherrera,Tania Victoria Arguijo Herrera,Diputada Propietario,PRD,1984-10-01, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Maestría,Ciencias,LXIII,2015-08-29,2018-08-31
teresadejesuslizarragafigueroa,Teresa de Jesús Lizárraga Figueroa,Diputada Propietario,PAN,1966-12-07, Sonora ,Representación Proporcional, Sonora Circunscripción: Primera ,Maestría,Administración y contaduría,LXIII,2015-08-29,2018-08-31
teresomedinaramirez,Tereso Medina Ramírez,Senador Suplente,PRI,1962-10-15, Coahuila ,Primera Minoría, Coahuila ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
teofilotorrescorzo,Teófilo Torres Corzo,Senador Propietario,PRI,1946-08-09, San Luis Potosí ,Primera Minoría, San Luis Potosí ,Maestría,Administración y contaduría,LXIII,2015-08-29,2018-08-31
timoteovillaramirez,Timoteo Villa Ramírez,Diputado Propietario,PRI,1961-08-30, ,Mayoría Relativa, Guanajuato Distrito: 1 (San Luis de la Paz) ,Licenciatura,Administración y contaduría,LXIII,2015-08-29,2018-08-31
tomasoctavianofelix,Tomás Octaviano Félix,Diputado Propietario,PRD,1970-03-07, México ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Administración y contaduría,LXIII,2015-08-29,2018-08-31
tomasrobertomontoyadiaz,Tomás Roberto Montoya Díaz,Diputado Propietario,PRI,1982-03-12, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LXIII,2015-08-29,2018-08-31
tristanmanuelcanalesnajjar,Tristán Manuel Canales Najjar,Diputado Propietario,PRI,1951-05-24, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
uberlylopezroblero,Uberly López Roblero,Diputado Suplente,PVEM,1900-01-01, ,Mayoría Relativa, Chiapas Distrito: 8 (Comitán de Domínguez) ,,,LXIII,2015-08-29,2018-08-31
ulisesramireznuñez,Ulises Ramírez Núñez,Diputado Propietario,PAN,1967-10-12, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
venancioluissanchezjimenez,Venancio Luis Sánchez Jiménez,Senador Propietario,PRD,1962-05-18, México ,Representación Proporcional, N/A ,Pasante/Licenciatura trunca,Económico-financiera,LXIII,2015-08-29,2018-08-31
veronicabermudeztorres,Verónica Bermúdez Torres,Diputada Suplente,MC,1900-01-01, ,Mayoría Relativa, Jalisco Distrito: 8 (Guadalajara) ,Licenciatura,Ingeniería,LXIII,2015-08-29,2018-08-31
victorianowencesreal,Victoriano Wences Real,Diputado Propietario,PRD,1974-04-27, Guerrero ,Mayoría Relativa, Guerrero Distrito: 5 (Tlapa) ,Maestría,Administración y contaduría,LXIII,2015-08-29,2018-08-31
victorinocruzcampos,Victorino Cruz Campos,Diputado Suplente,PRI,1940-11-08, Veracruz ,Mayoría Relativa, Veracruz Distrito: 21 (Cosoleacaque) ,Profesor Normalista,,LXIII,2015-08-29,2018-08-31
virgiliodanielmendezbazan,Virgilio Daniel Méndez Bazán,Diputado Propietario,PRI,1948-03-25, Yucatán ,Representación Proporcional, Yucatán Circunscripción: Tercera ,Maestría,Otra,LXIII,2015-08-29,2018-08-31
virgiliodantecaballeropedraza,Virgilio Dante Caballero Pedraza,Diputado Propietario,Morena,1942-02-24, Tamaulipas ,Mayoría Relativa, Distrito Federal Distrito: 3 (Azcapotzalco) ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LXIII,2015-08-29,2018-08-31
virgiliomendozaamezcua,Virgilio Mendoza Amezcua,Diputado Propietario,PVEM,1972-01-21, Colima ,Representación Proporcional, Colima Circunscripción: Quinta ,Pasante/Licenciatura trunca,Administración y contaduría,LXIII,2015-08-29,2018-08-31
virginianallelygutierrezramirez,Virginia Nallely Gutiérrez Ramírez,Diputada Propietario,PRI,1900-01-01, ,Mayoría Relativa, México Distrito: 10 (Ecatepec de Morelos) ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
vitalicocandidocohetomartinez,Vitalico Cándido Coheto Martínez,Diputado Propietario,PRI,1941-09-04, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 4 (Tlacolula de Matamoros) ,Maestría,Ciencias de la educación,LXIII,2015-08-29,2018-08-31
victorhermosilloycelada,Víctor Hermosillo y Celada,Senador Propietario,PAN,1939-08-28, Distrito Federal ,Mayoría Relativa, Baja California ,Licenciatura,Arquitectura y diseño,LXIII,2015-08-29,2018-08-31
victormanuelgiorganajimenez,Víctor Manuel Giorgana Jiménez,Diputado Propietario,PRI,1957-08-08, Puebla ,Mayoría Relativa, Puebla Distrito: 12 (Heroica Puebla de Zaragoza) ,Maestría,Económico-financiera,LXIII,2015-08-29,2018-08-31
victormanuelsilvatejeda,Víctor Manuel Silva Tejeda,Diputado Propietario,PRI,1956-02-02, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Licenciatura,Económico-financiera,LXIII,2015-08-29,2018-08-31
victormanuelsanchezorozco,Víctor Manuel Sánchez Orozco,Diputado Propietario,MC,1975-09-21, ,Mayoría Relativa, Jalisco Distrito: 14 (Guadalajara) ,Doctorado,Derecho,LXIII,2015-08-29,2018-08-31
victorsalinasbalam,Víctor Salinas Balam,Senador Suplente,PRI,1900-01-01, ,Mayoría Relativa, Campeche ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
wenceslaomartinezsantos,Wenceslao Martínez Santos,Diputado Propietario,PAN,1900-01-01, Baja California ,Mayoría Relativa, Baja California Distrito: 3 (Ensenada) ,Licenciatura,Arquitectura y diseño,LXIII,2015-08-29,2018-08-31
ximenatamarizgarcia,Ximena Tamariz García,Diputada Propietario,PAN,1979-10-30, Distrito Federal ,Mayoría Relativa, Nuevo León Distrito: 1 (Santa Catarina) ,Licenciatura,Ciencias políticas y sociales,LXIII,2015-08-29,2018-08-31
xitlaliccejagarcia,Xitlalic Ceja García,Diputada Propietario,PRI,1982-01-03, Puebla ,Mayoría Relativa, Puebla Distrito: 6 (Heroica Puebla de Zaragoza) ,Licenciatura,Ciencias políticas y sociales,LXIII,2015-08-29,2018-08-31
yahleelabdalacarmona,Yahleel Abdala Carmona,Diputada Propietario,PRI,1982-10-30, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 1 (Nuevo Laredo) ,Maestría,Comunicación,LXIII,2015-08-29,2018-08-31
yaretadrianaguevarajimenez,Yaret Adriana Guevara Jiménez,Diputada Propietario,PVEM,1975-04-24, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
yarithtannoscruz,Yarith Tannos Cruz,Diputada Propietario,PRI,1985-01-12, ,Mayoría Relativa, Oaxaca Distrito: 7 (Juchitán de Zaragoza) ,Licenciatura,Ciencias políticas y sociales,LXIII,2015-08-29,2018-08-31
yolandadelatorrevaldez,Yolanda De la Torre Valdez,Senadora Suplente,PRI,1964-04-06, ,Mayoría Relativa, Durango ,Doctorado,Derecho,LXIII,2015-08-29,2018-08-31
yulmarochaaguilar,Yulma Rocha Aguilar,Diputada Propietario,PRI,1981-09-07, ,Mayoría Relativa, Guanajuato Distrito: 9 (Irapuato) ,Licenciatura,Ciencias políticas y sociales,LXIII,2015-08-29,2018-08-31
zacilleonormoguelmanzur,Zacil Leonor Moguel Manzur,Diputada Suplente,PRI,1900-01-01, ,Representación Proporcional, Yucatán Circunscripción: Tercera ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
alvaroibarrahinojosa,Álvaro Ibarra Hinojosa,Diputado Propietario,PRI,1900-01-01, ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
alvarorafaelrubio,Álvaro Rafael Rubio,Diputado Propietario,PRI,1963-02-19, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 2 (Teotitlán de Flores Magón) ,Técnico,Ciencias de la salud,LXIII,2015-08-29,2018-08-31
angelantoniohernandezdelapiedra,Ángel Antonio Hernández de la Piedra,Diputado Propietario,Morena,1900-01-01, ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Comunicación,LXIII,2015-08-29,2018-08-31
angelbenjaminroblesmontoya,Ángel Benjamín Robles Montoya,Senador Propietario,PT,1959-11-08, Distrito Federal ,Mayoría Relativa, Oaxaca ,Licenciatura,Económico-financiera,LXIII,2015-08-29,2018-08-31
angeliialanispedraza,Ángel II Alanís Pedraza,Diputado Propietario,PRD,1900-01-01, ,Mayoría Relativa, Michoacán Distrito: 9 (Uruapan del Progreso) ,Licenciatura,Derecho,LXIII,2015-08-29,2018-08-31
angelrojasangeles,Ángel Rojas Ángeles,Diputado Suplente,PRI,1900-01-01, ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,,,LXIII,2015-08-29,2018-08-31
oscargarciabarron,Óscar García Barrón,Diputado Propietario,PRI,1959-06-27, Durango ,Mayoría Relativa, Durango Distrito: 3 (Guadalupe Victoria) ,Licenciatura,Ciencias de la educación,LXIII,2015-08-29,2018-08-31
oscarvalenciagarcia,Óscar Valencia García,Diputado Propietario,PRI,1962-04-19, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 10 (Miahuatlán de Porfirio Díaz) ,Maestría,Derecho,LXIII,2015-08-29,2018-08-31
absalongarciaochoa,Absalón García Ochoa,Diputado Propietario,PAN,1900-01-01, ,Mayoría Relativa, Jalisco Distrito: 15 (La Barca) ,Licenciatura,Derecho,LXIV,2018-08-29,2021-08-31
adelapiñabernal,Adela Piña Bernal,Diputada Propietario,Morena,1900-01-01, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Licenciatura,Ciencias de la educación,LXIV,2018-08-29,2021-08-31
adolfotorresramirez,Adolfo Torres Ramírez,Diputado Propietario,PAN,1980-11-18, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Licenciatura,Administración y contaduría,LXIV,2018-08-29,2021-08-31
adrianadavilafernandez,Adriana Dávila Fernández,Diputada Propietario,PAN,1970-12-30, Tlaxcala ,Representación Proporcional, Tlaxcala Circunscripción: Cuarta ,Licenciatura,Comunicación,LXIV,2018-08-29,2021-08-31
adrianagabrielamedinaortiz,Adriana Gabriela Medina Ortíz,Diputada Propietario,MC,1979-06-25, Jalisco ,Mayoría Relativa, Jalisco Distrito: 12 (Santa Cruz de las Flores) ,Licenciatura,Derecho,LXIV,2018-08-29,2021-08-31
adrianalozanorodriguez,Adriana Lozano Rodríguez,Diputada Propietario,Morena,1900-01-01, ,Mayoría Relativa, Tamaulipas Distrito: 4 (Matamoros) ,Licenciatura,Derecho,LXIV,2018-08-29,2021-08-31
adrianapaulinateissierzavala,Adriana Paulina Teissier Zavala,Diputada Propietario,PES,1900-01-01, ,Mayoría Relativa, Quintana Roo Distrito: 1 (Playa del Carmen) ,,,LXIV,2018-08-29,2021-08-31
agustingarciarubio,Agustín García Rubio,Diputado Propietario,Morena,1900-01-01, ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Licenciatura,Económico-financiera,LXIV,2018-08-29,2021-08-31
agustinreynaldohuertagonzalez,Agustín Reynaldo Huerta González,Diputado Propietario,Morena,1900-01-01, ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Licenciatura,Ingeniería,LXIV,2018-08-29,2021-08-31
alanjesusfalomirsaenz,Alan Jesús Falomir Sáenz,Diputado Propietario,PAN,1981-02-23, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 8 (Chihuahua) ,Pasante/Licenciatura trunca,Ingeniería,LXIV,2018-08-29,2021-08-31
albasilviagarciaparedes,Alba Silvia García Paredes,Diputada Suplente,PES,1957-03-02, ,Mayoría Relativa, Tamaulipas Distrito: 8 (Tampico) ,,,LXIV,2018-08-29,2021-08-31
albertovillavillegas,Alberto Villa Villegas,Diputado Propietario,Morena,1972-10-25, Distrito Federal ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Administración y contaduría,LXIV,2018-08-29,2021-08-31
aleidaalavezruiz,Aleida Alavez Ruiz,Diputada Propietario,Morena,1974-01-10, Distrito Federal ,Mayoría Relativa, Ciudad de México Distrito: 19 (Iztapalapa) ,Licenciatura,Comunicación,LXIV,2018-08-29,2021-08-31
alejandralagunessotoruiz,Alejandra Lagunes Soto Ruíz,Senadora Propietario,PVEM,1900-01-01, ,Representación Proporcional, N/A ,Licenciatura,Comunicación,LXIV,2018-08-29,2021-08-31
alejandranoemireynososanchez,Alejandra Noemí Reynoso Sánchez,Senadora Propietario,PAN,1975-04-21, Guanajuato ,Mayoría Relativa, Guanajuato ,Licenciatura,Comunicación,LXIV,2018-08-29,2021-08-31
alejandrapanibarragan,Alejandra Pani Barragán,Diputada Propietario,Morena,1900-01-01, ,Mayoría Relativa, Morelos Distrito: 2 (Jiutepec) ,Licenciatura,Administración y contaduría,LXIV,2018-08-29,2021-08-31
alejandraramirezrodriguez,Alejandra Ramírez Rodríguez,Diputada Suplente,Morena,1995-05-16, ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,,,LXIV,2018-08-29,2021-08-31
alejandrasoriagutierrez,Alejandra Soria Gutiérrez,Diputada Suplente,PAN,1900-01-01, ,Mayoría Relativa, Nuevo León Distrito: 6 (Monterrey) ,Doctorado,Humanidades,LXIV,2018-08-29,2021-08-31
alejandradelcarmenleongastelum,Alejandra del Carmen León Gastélum,Senadora Propietario,PT,1900-01-01, ,Mayoría Relativa, Baja California ,Maestría,Otra,LXIV,2018-08-29,2021-08-31
alejandroarmentamier,Alejandro Armenta Mier,Senador Propietario,Morena,1969-07-09, Puebla ,Mayoría Relativa, Puebla ,Maestría,Ciencias políticas y sociales,LXIV,2018-08-29,2021-08-31
alejandrobarrosochavez,Alejandro Barroso Chávez,Diputado Propietario,PT,1900-01-01, ,Mayoría Relativa, Puebla Distrito: 15 (Tehuacán) ,Licenciatura,Ciencias de la salud,LXIV,2018-08-29,2021-08-31
alejandrocarvajalhidalgo,Alejandro Carvajal Hidalgo,Diputado Propietario,Morena,1900-01-01, ,Mayoría Relativa, Puebla Distrito: 6 (Heroica Puebla de Zaragoza) ,Licenciatura,Derecho,LXIV,2018-08-29,2021-08-31
alejandromojicatoledo,Alejandro Mojica Toledo,Diputado Propietario,Morena,1900-01-01, ,Mayoría Relativa, Morelos Distrito: 1 (Cuernavaca) ,Pasante/Licenciatura trunca,Administración y contaduría,LXIV,2018-08-29,2021-08-31
alejandroponcecobos,Alejandro Ponce Cobos,Diputado Propietario,Morena,1900-01-01, ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,,,LXIV,2018-08-29,2021-08-31
alejandroviedmavelazquez,Alejandro Viedma Velázquez,Diputado Propietario,Morena,1900-01-01, ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Ciencias políticas y sociales,LXIV,2018-08-29,2021-08-31
alfonsoramirezcuellar,Alfonso Ramírez Cuéllar,Diputado Propietario,Morena,1959-06-14, Zacatecas ,Mayoría Relativa, Ciudad de México Distrito: 14 (Tlalpan) ,Pasante/Licenciatura trunca,Derecho,LXIV,2018-08-29,2021-08-31
