CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
raulmaciassandoval,Raúl Macías Sandoval,Diputado Propietario,PRI,22/09/1942, ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Otra,LXII,29/08/2012,31/08/2015
raulpazalonzo,Raúl Paz Alonzo,Diputado Propietario,PAN,21/02/1976, Yucatán ,Mayoría Relativa, Yucatán Distrito: 4 (Mérida) ,Licenciatura,Económico-financiera,LXII,29/08/2012,31/08/2015
raulsantosgalvanvillanueva,Raúl Santos Galván Villanueva,Diputado Propietario,PRI,01/12/1944, Nuevo León ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Maestría,Otra,LXII,29/08/2012,31/08/2015
reginavazquezsaut,Regina Vázquez Saut,Diputada Propietario,PRI,11/09/1981, Veracruz ,Mayoría Relativa, Veracruz Distrito: 20 (Acayucan) ,Licenciatura,Económico-financiera,LXII,29/08/2012,31/08/2015
renericardofujiwaramontelongo,René Ricardo Fujiwara Montelongo,Diputado Propietario,Panal,07/04/1984, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Humanidades,LXII,29/08/2012,31/08/2015
ricardoastudillosuarez,Ricardo Astudillo Suárez,Diputado Propietario,PVEM,26/06/1975, Distrito Federal ,Mayoría Relativa, Querétaro Distrito: 2 (San Juan del Río) ,Licenciatura,Arquitectura y diseño,LXII,29/08/2012,31/08/2015
ricardocantugarza,Ricardo Cantú Garza,Diputado Propietario,PT,23/05/1953, Nuevo León ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
ricardofidelpachecorodriguez,Ricardo Fidel Pacheco Rodríguez,Diputado Propietario,PRI,18/09/1963, Durango ,Representación Proporcional, Durango Circunscripción: Primera ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
ricardovillarrealgarcia,Ricardo Villarreal  García,Diputado Propietario,PAN,12/04/1981, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 2 (San Miguel de Allende) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
robertocarlosreyesgamiz,Roberto Carlos Reyes Gámiz,Diputado Propietario,PRD,25/09/1969, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 13 (Iztacalco) ,Licenciatura,Económico-financiera,LXII,29/08/2012,31/08/2015
robertolopezgonzalez,Roberto López González,Diputado Propietario,PRD,07/06/1958, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
robertolopezsuarez,Roberto López Suárez,Diputado Propietario,PRD,09/09/1972, Distrito Federal ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
robertoruizmoronatti,Roberto Ruíz Moronatti,Diputado Propietario,PRI,01/01/1982, México ,Mayoría Relativa, México Distrito: 6 (Coacalco de Berriozabal) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
rocioesmeraldarezagallegos,Rocío Esmeralda Reza Gallegos,Diputada Propietario,PAN,19/04/1968, Chihuahua ,Representación Proporcional, Chihuahua Circunscripción: Primera ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
rodimirobarreraestrada,Rodimiro Barrera Estrada,Diputado Propietario,PRI,20/03/1968, Michoacán ,Mayoría Relativa, Michoacán Distrito: 1 (Lázaro Cárdenas) ,Licenciatura,Económico-financiera,LXII,29/08/2012,31/08/2015
rodolfodoradorperezgavilan,Rodolfo Dorador Pérez Gavilán,Diputado Propietario,PAN,13/02/1969, Durango ,Representación Proporcional, Durango Circunscripción: Primera ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
romanalfredopadillafierro,Román Alfredo Padilla Fierro,Diputado Propietario,PRI,12/01/1949, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 1 (El Fuerte) ,Técnico,Comunicación,LXII,29/08/2012,31/08/2015
rosaelbaperezhernandez,Rosa Elba Pérez Hernández,Diputada Propietario,PVEM,30/09/1968, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 6 (León) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
rosaeliaromeroguzman,Rosa Elia Romero Guzmán,Diputada Propietario,PT,14/05/1973, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 6 (Heroica Ciudad de Tlaxiaco) ,Técnico,,LXII,29/08/2012,31/08/2015
rosalbadelacruzrequena,Rosalba De la Cruz Requena,Diputada Propietario,PRI,04/04/1954, ,Mayoría Relativa, Tamaulipas Distrito: 6 (El Mante) ,Licenciatura,Otra,LXII,29/08/2012,31/08/2015
rosalbagualitocastañeda,Rosalba Gualito Castañeda,Diputada Propietario,PRI,19/09/1966, ,Mayoría Relativa, México Distrito: 22 (Naucalpan de Juárez) ,Licenciatura,Otra,LXII,29/08/2012,31/08/2015
rosendoserranotoledo,Rosendo Serrano  Toledo,Diputado Propietario,PRD,20/05/1959, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,,,LXII,29/08/2012,31/08/2015
roxanalunaporquillo,Roxana Luna Porquillo,Diputada Propietario,PRD,24/03/1981, Puebla ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
royargelgomezolguin,Roy Argel Gómez Olguín,Diputado Propietario,PRI,24/10/1973, Nayarit ,Mayoría Relativa, Nayarit Distrito: 2 (Tepic) ,Licenciatura,Otra,LXII,29/08/2012,31/08/2015
rubenacostamontoya,Rubén Acosta Montoya,Diputado Propietario,PVEM,02/12/1973, Chihuahua ,Representación Proporcional, Chihuahua Circunscripción: Primera ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
rubenbenjaminfelixhays,Rubén Benjamín Félix Hays,Diputado Propietario,Panal,15/03/1964, Sinaloa ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
rubencamarilloortega,Rubén Camarillo Ortega,Diputado Propietario,PAN,13/11/1961, Aguascalientes ,Representación Proporcional, Aguascalientes Circunscripción: Segunda ,Maestría,Ciencias,LXII,29/08/2012,31/08/2015
ruthzavaletasalgado,Ruth Zavaleta Salgado,Diputada Propietario,PVEM,27/08/1966, Guerrero ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
salomonjuanmarcosissa,Salomón Juan Marcos Issa,Diputado Propietario,PRI,05/07/1948, Coahuila ,Mayoría Relativa, Coahuila Distrito: 5 (Torreón) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
salvadorarellanoguzman,Salvador Arellano Guzmán,Diputado Propietario,PRI,30/08/1957, Jalisco ,Mayoría Relativa, Jalisco Distrito: 4 (Zapopan) ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
salvadorbarajasdeltoro,Salvador Barajas Del Toro,Diputado Propietario,PRI,08/05/1972, Jalisco ,Mayoría Relativa, Jalisco Distrito: 19 (Ciudad Guzmán) ,Preparatoria,,LXII,29/08/2012,31/08/2015
salvadorortizgarcia,Salvador Ortiz García,Diputado Propietario,PRI,28/11/1964, Michoacán ,Mayoría Relativa, Michoacán Distrito: 12 (Apatzingán de la Constitución) ,Licenciatura,Agropecuaria y zootecnia,LXII,29/08/2012,31/08/2015
salvadorromerovalencia,Salvador Romero Valencia,Diputado Propietario,PRI,30/10/1960, Michoacán ,Mayoría Relativa, Michoacán Distrito: 4 (Jiquilpan de Juárez) ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
samuelgurrionmatias,Samuel Gurrión Matías,Diputado Propietario,PRI,03/01/1968, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 7 (Juchitán de Zaragoza) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
sergioaugustochanlugo,Sergio Augusto Chan  Lugo,Diputado Propietario,PAN,16/08/1967, Yucatán ,Representación Proporcional, Yucatán Circunscripción: Tercera ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
silviamarquezvelasco,Silvia Márquez Velasco,Diputada Propietario,PRI,23/08/1961, Distrito Federal ,Mayoría Relativa, México Distrito: 14 (Ciudad Adolfo López Mateos) ,Licenciatura,Económico-financiera,LXII,29/08/2012,31/08/2015
simonvalancibuzali,Simón Valanci Buzali,Diputado Propietario,PRI,05/01/1962, Chiapas ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
socorrodelaluzquintanaleon,Socorro de la Luz Quintana León,Diputada Propietario,PRI,23/12/1962, Michoacán ,Mayoría Relativa, Michoacán Distrito: 9 (Uruapan del Progreso) ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
soniacatalinamercadogallegos,Sonia Catalina Mercado Gallegos,Diputada Propietario,PRI,23/10/1968, Durango ,Mayoría Relativa, Durango Distrito: 1 (Victoria de Durango) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
soniarinconchanona,Sonia Rincón Chanona,Diputada Propietario,Panal,10/11/1952, Chiapas ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
taniamargaritamorgannavarrete,Tania Margarita Morgan  Navarrete,Diputada Propietario,PAN,12/08/1985, Distrito Federal ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Licenciatura,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
teresadejesusmojicamorga,Teresa de Jesús Mojica Morga,Diputada Propietario,PRD,03/10/1970, Guerrero ,Representación Proporcional, Guerrero Circunscripción: Cuarta ,Licenciatura,Comunicación,LXII,29/08/2012,31/08/2015
teresitadejesusborgespasos,Teresita de Jesús Borges Pasos,Diputada Propietario,PRD,17/08/1965, Yucatán ,Representación Proporcional, Yucatán Circunscripción: Tercera ,Profesor Normalista,Ciencias de la educación,LXII,29/08/2012,31/08/2015
tomasbritolara,Tomás Brito Lara,Diputado Propietario,PRD,11/01/1958, Tabasco ,Mayoría Relativa, Tabasco Distrito: 2 (Heroica Cárdenas) ,Técnico,Otra,LXII,29/08/2012,31/08/2015
tomaslopezlandero,Tomás López Landero,Diputado Propietario,PRI,14/03/1950, Tabasco ,Mayoría Relativa, Veracruz Distrito: 18 (Zongolica) ,Técnico,Administración y contaduría,LXII,29/08/2012,31/08/2015
tomastorresmercado,Tomás Torres Mercado,Diputado Propietario,PVEM,15/12/1960, Zacatecas ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
trinidadsecundinomoralesvargas,Trinidad Secundino Morales Vargas,Diputado Propietario,PRD,16/06/1957, Chihuahua ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,,,LXII,29/08/2012,31/08/2015
urielfloresaguayo,Uriel Flores Aguayo,Diputado Propietario,PRD,06/05/1959, Veracruz ,Mayoría Relativa, Veracruz Distrito: 10 (Xalapa) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
valentingonzalezbautista,Valentín González Bautista,Diputado Propietario,PRD,03/11/1955, Oaxaca ,Mayoría Relativa, México Distrito: 29 (Ciudad Nezahualcóyotl) ,Licenciatura,Económico-financiera,LXII,29/08/2012,31/08/2015
veronicabeatrizjuarezpiña,Verónica Beatriz Juárez Piña,Diputada Propietario,PRD,28/09/1971, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
veronicacarreoncervantes,Verónica Carreón Cervantes,Diputada Propietario,PRI,03/07/1970, Veracruz ,Mayoría Relativa, Veracruz Distrito: 7 (Martínez de la Torre) ,Maestría,Comunicación,LXII,29/08/2012,31/08/2015
veronicagarciareyes,Verónica García Reyes,Diputada Propietario,PRD,23/08/1977, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
veronicasadaperez,Verónica Sada Pérez,Diputada Propietario,PAN,31/08/1963, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
vicarioportillomartinez,Vicario Portillo Martínez,Diputado Propietario,PRD,06/11/1960, Guerrero ,Mayoría Relativa, Guerrero Distrito: 5 (Tlapa) ,Maestría,Ciencias de la educación,LXII,29/08/2012,31/08/2015
victoremanueldiazpalacios,Víctor Emanuel Díaz Palacios,Diputado Propietario,PRI,22/11/1950, Puebla ,Mayoría Relativa, Puebla Distrito: 3 (Teziutlán) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
victormanuelbautistalopez,Víctor Manuel Bautista López,Diputado Propietario,PRD,09/06/1947, Tabasco ,Mayoría Relativa, México Distrito: 31 (Ciudad Nezahualcóyotl) ,Licenciatura,Comunicación,LXII,29/08/2012,31/08/2015
victormanueljorrinlozano,Víctor Manuel Jorrín Lozano,Diputado Propietario,MC,13/01/1955, Guerrero ,Mayoría Relativa, Guerrero Distrito: 4 (Acapulco de Juárez) ,Licenciatura,Psicología,LXII,29/08/2012,31/08/2015
victorrafaelgonzalezmanriquez,Víctor Rafael González Manríquez,Diputado Propietario,PAN,23/05/1959, Distrito Federal ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
victorreymundonajeramedina,Víctor Reymundo Nájera Medina,Diputado Propietario,PRD,04/07/1955, Morelos ,Mayoría Relativa, Morelos Distrito: 5 (Yautepec) ,Maestría,Ciencias de la educación,LXII,29/08/2012,31/08/2015
victorserraldemartinez,Víctor Serralde Martínez,Diputado Propietario,PAN,18/12/1971, Veracruz ,Mayoría Relativa, Veracruz Distrito: 13 (Huatusco) ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
williamrenansosaaltamira,William Renan Sosa Altamira,Diputado Propietario,PRI,21/04/1957, ,Mayoría Relativa, Yucatán Distrito: 1 (Valladolid) ,,,LXII,29/08/2012,31/08/2015
williamsoswaldoochoagallegos,Williams Oswaldo Ochoa Gallegos,Diputado Propietario,PRI,06/06/1978, Chiapas ,Mayoría Relativa, Chiapas Distrito: 6 (Tuxtla Gutiérrez) ,Licenciatura,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
xavierazuarazuñiga,Xavier Azuara Zúñiga,Diputado Propietario,PAN,16/09/1979, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 5 (San Luis Potosí) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
yazmindelosangelescopetezapot,Yazmin de los Ángeles Copete Zapot,Diputada Propietario,PRD,05/08/1964, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
yesenianolascoramirez,Yesenia Nolasco Ramírez,Diputada Propietario,PRD,22/08/1982, Oaxaca ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
zitabeatrizpazzimaza,Zita Beatriz Pazzi Maza,Diputada Propietario,PRI,12/04/1956, Veracruz ,Mayoría Relativa, Veracruz Distrito: 1 (Pánuco) ,Profesor Normalista,,LXII,29/08/2012,31/08/2015
zuleymahuidobrogonzalez,Zuleyma Huidobro González,Diputada Propietario,MC,30/06/1978, Puebla ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
angelcedillohernandez,Ángel Cedillo Hernández,Diputado Propietario,PRD,01/10/1960, México ,Representación Proporcional, México Circunscripción: Quinta ,,,LXII,29/08/2012,31/08/2015
abdiespinedamorin,Abdies Pineda Morín,Diputado Propietario,PES,31/10/1957, Tamaulipas ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Secundaria,,LXIII,29/08/2015,31/08/2018
abelmurrietagutierrez,Abel Murrieta Gutiérrez,Diputado Propietario,PRI,01/05/1963, Sonora ,Mayoría Relativa, Sonora Distrito: 6 (Ciudad Obregón) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
adolfomotahernandez,Adolfo Mota Hernández,Diputado Propietario,PRI,31/01/1976, Veracruz ,Mayoría Relativa, Veracruz Distrito: 8 (Xalapa) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
adrianaelizarrarazsandoval,Adriana Elizarraraz Sandoval,Diputada Propietario,PAN,02/01/1986, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 12 (Celaya) ,Licenciatura,Otra,LXIII,29/08/2015,31/08/2018
adrianasarurtorre,Adriana Sarur Torre,Diputada Propietario,PES,17/06/1974, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
adrianaterrazasporras,Adriana Terrazas Porras,Diputada Propietario,PRI,26/03/1966, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 4 (Ciudad Juárez) ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
adrianadelpilarortizlanz,Adriana del Pilar Ortiz Lanz,Diputada Propietario,PRI,14/12/1967, Campeche ,Representación Proporcional, Campeche Circunscripción: Tercera ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
agustinfranciscodeasisbasavebenitez,Agustín Francisco de Asís Basave Benítez,Diputado Propietario,PRD,21/09/1958, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Doctorado,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
albertomartinezurincho,Alberto Martínez Urincho,Diputado Propietario,Morena,18/02/1972, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 1 (Gustavo A. Madero) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
albertosilvaramos,Alberto Silva Ramos,Diputado Propietario,PRI,09/09/1967, Veracruz ,Mayoría Relativa, Veracruz Distrito: 3 (Tuxpan de Rodríguez Cano) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
alejandragutierrezcampos,Alejandra Gutiérrez Campos,Diputada Propietario,PAN,08/11/1976, Jalisco ,Mayoría Relativa, Guanajuato Distrito: 6 (León) ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
alejandranoemireynososanchez,Alejandra Noemí Reynoso Sánchez,Diputada Propietario,PAN,21/04/1975, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 5 (León) ,Licenciatura,Comunicación,LXIII,29/08/2015,31/08/2018
alejandroarmentamier,Alejandro Armenta Mier,Diputado Propietario,Morena,09/07/1969, Puebla ,Mayoría Relativa, Puebla Distrito: 7 (Tepeaca) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
alexlebarongonzalez,Alex Le Baron González,Diputado Propietario,PRI,14/07/1980, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 7 (Cuauhtémoc) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
alfredoanayaorozco,Alfredo Anaya Orozco,Diputado Propietario,PRI,01/09/1981, Michoacán ,Mayoría Relativa, Michoacán Distrito: 4 (Jiquilpan de Juárez) ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
alfredobasurtoroman,Alfredo Basurto Román,Diputado Propietario,Morena,12/04/1968, Zacatecas ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
alfredobejosnicolas,Alfredo Bejos Nicolás,Diputado Propietario,PRI,09/04/1960, ,Mayoría Relativa, Hidalgo Distrito: 6 (Pachuca de Soto) ,Licenciatura,Ciencias de la salud,LXIII,29/08/2015,31/08/2018
alfredojavierrodriguezdavila,Alfredo Javier Rodríguez  Dávila,Diputado Propietario,PAN,12/08/1969, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
alfredomiguelherreraderas,Alfredo Miguel Herrera Deras,Diputado Propietario,PAN,12/01/1957, Durango ,Representación Proporcional, Durango Circunscripción: Primera ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
aliciabarrientospantoja,Alicia Barrientos Pantoja,Diputada Propietario,Morena,24/09/1972, Veracruz ,Mayoría Relativa, Distrito Federal Distrito: 12 (Cuauhtémoc) ,Pasante/Licenciatura trunca,Administración y contaduría,LXIII,29/08/2015,31/08/2018
aliciaguadalupegamboamartinez,Alicia Guadalupe Gamboa Martínez,Diputada Propietario,PRI,04/09/1984, Durango ,Mayoría Relativa, Durango Distrito: 4 (Victoria de Durango) ,Pasante/Licenciatura trunca,Otra,LXIII,29/08/2015,31/08/2018
almacarolinaviggianoaustria,Alma Carolina Viggiano Austria,Diputada Propietario,PRI,06/07/1968, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 1 (Huejutla de Reyes) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
almalilialunamunguia,Alma Lilia Luna Munguía,Diputada Propietario,PRI,06/08/1976, ,Mayoría Relativa, México Distrito: 32 (Valle de Chalco Solidaridad) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
anageorginazapatalucero,Ana Georgina Zapata Lucero,Diputada Propietario,PRI,12/04/1981, ,Mayoría Relativa, Chihuahua Distrito: 2 (Ciudad Juárez) ,Doctorado,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
anamariaboonegodoy,Ana María Boone Godoy,Diputada Propietario,PRI,01/04/1964, Coahuila ,Mayoría Relativa, Coahuila Distrito: 2 (San Pedro) ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
andresaguirreromero,Andrés Aguirre Romero,Diputado Propietario,PRI,26/08/1972, ,Mayoría Relativa, México Distrito: 39 (Los Reyes Acaquilpan) ,Doctorado,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
angelicareyesavila,Angélica Reyes Ávila,Diputada Propietario,Panal,07/06/1966, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
antoniotarekabdalasaad,Antonio Tarek Abdala Saad,Diputado Propietario,PRI,14/07/1981, Veracruz ,Mayoría Relativa, Veracruz Distrito: 17 (Cosamaloapan) ,Licenciatura,Comunicación,LXIII,29/08/2015,31/08/2018
aracelidamiangonzalez,Araceli Damián González,Diputada Propietario,Morena,24/10/1963, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 20 (Iztapalapa) ,Doctorado,Económico-financiera,LXIII,29/08/2015,31/08/2018
araceliguerreroesquivel,Araceli Guerrero Esquivel,Diputada Propietario,PRI,17/06/1963, Zacatecas ,Mayoría Relativa, Zacatecas Distrito: 4 (Guadalupe) ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
aracelisaucedoreyes,Araceli Saucedo Reyes,Diputada Propietario,PRD,08/01/1980, Michoacán ,Mayoría Relativa, Michoacán Distrito: 11 (Pátzcuaro) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
arielenriquecoronarodriguez,Ariel Enrique Corona Rodríguez,Diputado Propietario,PAN,06/05/1986, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 13 (Valle de Santiago) ,Pasante/Licenciatura trunca,Económico-financiera,LXIII,29/08/2015,31/08/2018
arletmolgoraglover,Arlet Mólgora Glover,Diputada Propietario,PRI,17/07/1977, ,Mayoría Relativa, Quintana Roo Distrito: 2 (Chetumal) ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
arletteivettemuñozcervantes,Arlette Ivette Muñoz Cervantes,Diputada Propietario,PAN,16/09/1983, Aguascalientes ,Mayoría Relativa, Aguascalientes Distrito: 2 (Aguascalientes) ,Licenciatura,Comunicación,LXIII,29/08/2015,31/08/2018
armandoalejandroriveracastillejos,Armando Alejandro Rivera Castillejos,Diputado Propietario,PAN,24/04/1965, Guerrero ,Representación Proporcional, Querétaro Circunscripción: Segunda ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
armandolunacanales,Armando Luna Canales,Diputado Propietario,PRI,18/01/1975, Coahuila ,Mayoría Relativa, Coahuila Distrito: 4 (Saltillo) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
armandosotoespino,Armando Soto Espino,Diputado Propietario,PRD,27/08/1979, ,Mayoría Relativa, México Distrito: 31 (Ciudad Nezahualcóyotl) ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
arturosantanaalfaro,Arturo Santana Alfaro,Diputado Propietario,PRD,28/06/1971, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 18 (Iztapalapa) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
baltazarmartinezmontemayor,Baltazar Martínez Montemayor,Diputado Propietario,PAN,31/08/1966, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
beatrizveleznuñez,Beatriz Vélez Núñez,Diputada Propietario,PRI,07/08/1969, Guerrero ,Mayoría Relativa, Guerrero Distrito: 7 (Chilpancingo) ,Maestría,Ciencias de la salud,LXIII,29/08/2015,31/08/2018
benjaminmedranoquezada,Benjamín Medrano Quezada,Diputado Propietario,PRI,16/08/1966, Zacatecas ,Mayoría Relativa, Zacatecas Distrito: 1 (Fresnillo) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
blancamargaritacuatadominguez,Blanca Margarita Cuata Domínguez,Diputada Propietario,Morena,17/10/1948, Morelos ,Representación Proporcional, Morelos Circunscripción: Cuarta ,Profesor Normalista,,LXIII,29/08/2015,31/08/2018
blandinaramosramirez,Blandina Ramos Ramírez,Diputada Propietario,Morena,02/06/1965, Puebla ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Primaria,,LXIII,29/08/2015,31/08/2018
brauliomarioguerraurbiola,Braulio Mario Guerra Urbiola,Diputado Propietario,PRI,28/03/1972, Querétaro ,Representación Proporcional, Querétaro Circunscripción: Segunda ,Doctorado,Derecho,LXIII,29/08/2015,31/08/2018
brendavelazquezvaldez,Brenda Velázquez Valdez,Diputada Propietario,PAN,13/08/1980, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
candelarioperezalvarado,Candelario Pérez Alvarado,Diputado Propietario,PRD,02/02/1966, Tabasco ,Representación Proporcional, Tabasco Circunscripción: Tercera ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
carlosalbertodelafuenteflores,Carlos Alberto De la Fuente Flores,Diputado Propietario,PAN,07/09/1974, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 4 (San Nicolás de los Garza) ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
carlosalbertopalomequearchila,Carlos Alberto Palomeque Archila,Diputado Propietario,PAN,09/01/1964, Chiapas ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
carlosbarraganamador,Carlos Barragán Amador,Diputado Propietario,PRI,08/12/1972, Puebla ,Mayoría Relativa, Puebla Distrito: 1 (Huauchinango de Degollado) ,Pasante/Licenciatura trunca,Administración y contaduría,LXIII,29/08/2015,31/08/2018
carlosbellootero,Carlos Bello Otero,Diputado Propietario,PAN,09/08/1966, Guerrero ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
