,curp,inic_edo,nom_edo,Nombre,UltimoGradoEstudios,TipoLegislacion,tipoEleccion,FechaNacimiento,estado,entidad,Reeleccion,Partido,PreparacionAcademica,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
335,mariaelizabethdiazgarcia,medg_mexico,mariaelizabethdiazgarcia_mexico,Maria Elizabeth Diaz Garcia,Preparatoria,Diputada Propietario,Mayoria Relativa,1971-02-10,Mexico,Distrito:13,SI,MORENA,,,,,
336,mariaesteralonzomorales,meam_yucatan,mariaesteralonzomorales_yucatan,Maria Ester Alonzo Morales,Preparatoria,Diputada Propietario,Mayoria Relativa,1959-01-15,Yucatan,Distrito:2,SI,PRI,,,,,
337,mariaesthermejiacruz,memc_chihuahua,mariaesthermejiacruz_chihuahua,Maria Esther Mejia Cruz,Licenciatura,Diputada Propietario,Mayoria Relativa,1956-07-08,Chihuahua,Distrito:1,SI,MORENA,Económico-financiera,,,,
338,mariaeugeniahernandezperez,mehp_mexico,mariaeugeniahernandezperez_mexico,Maria Eugenia Hernandez Perez,Maestría,Diputada Propietario,Mayoria Relativa,1961-03-20,Mexico,Distrito:11,SI,MORENA,Ciencias políticas y sociales,,,,
339,mariageraldineponcemendez,mgpm_nayarit,mariageraldineponcemendez_nayarit,Maria Geraldine Ponce Mendez,Licenciatura,Diputada Propietario,Mayoria Relativa,1994-04-04,Nayarit,Distrito:2,SI,MORENA,,,,,
340,mariaguadalupeedithcastañedaortiz,mgeco_mexico,mariaguadalupeedithcastanedaortiz_mexico,Maria Guadalupe Edith Castañeda Ortiz,Doctorado,Diputada Propietario,Representacion proporcional,1965-12-12,Mexico,Circunscripcion:5,SI,MORENA,Humanidades,,,,
341,mariaguadaluperomanavila,mgra_mexico,mariaguadaluperomanavila_mexico,Maria Guadalupe Roman Avila,Técnico,Diputada Propietario,Mayoria Relativa,1973-02-24,Mexico,Distrito:17,SI,MORENA,Administración y contaduría,,,,
342,mariaguillerminaalvaradomoreno,mgam_nuevo leon,mariaguillerminaalvaradomoreno_nuevo leon,Maria Guillermina Alvarado Moreno,Maestría,Diputada Propietario,Mayoria Relativa,1968-12-26,Nuevo Leon,Distrito:2,SI,MORENA,Ciencias políticas y sociales,,,,
343,mariaisabelalfaromorales,miam_hidalgo,mariaisabelalfaromorales_hidalgo,Maria Isabel Alfaro Morales,Preparatoria,Diputada Propietario,Mayoria Relativa,1966-02-24,Hidalgo,Distrito:4,SI,MORENA,,,,,
344,marialibiergonzalezanaya,mlga_jalisco,marialibiergonzalezanaya_jalisco,Maria Libier Gonzalez Anaya,Maestría,Diputada Propietario,Representacion proporcional,1954-03-27,Jalisco,Circunscripcion:1,SI,MC,Ciencias de la educación,,,,
345,marialiduvinasandovalmendoza,mlsm_colima,marialiduvinasandovalmendoza_colima,Maria Liduvina Sandoval Mendoza,Maestría,Diputada Propietario,Representacion proporcional,1976-01-24,Colima,Circunscripcion:5,SI,PAN,Ciencias políticas y sociales,,,,
346,marialucerosaldañaperez,mlsp_puebla,marialucerosaldanaperez_puebla,Maria Lucero Saldaña Perez,Doctorado,Diputada Propietario,Representacion proporcional,1957-01-18,Puebla,Circunscripcion:4,SI,PRI,Otra,,,,
347,marialuisavelozsilva,mlvs_san luis potosi,marialuisavelozsilva_san luis potosi,Maria Luisa Veloz Silva,No disponible,Diputada Propietario,Representacion proporcional,1956-08-26,San Luis Potosi,Circunscripcion:2,NO,MORENA,,,,,
348,mariamarcelatorrespeimbert,mmtp_queretaro,mariamarcelatorrespeimbert_queretaro,Maria Marcela Torres Peimbert,Maestría,Diputada Propietario,Representacion proporcional,1961-10-07,Queretaro,Circunscripcion:2,NO,PAN,Ciencias de la educación,,,,
349,mariamarivelsolisbarrera,mmsb_hidalgo,mariamarivelsolisbarrera_hidalgo,Maria Marivel Solis Barrera,Licenciatura,Diputada Propietario,Representacion proporcional,1959-01-03,Hidalgo,Circunscripcion:5,SI,MORENA,,,,,
350,mariaroseliajimenezperez,mrjp_chiapas,mariaroseliajimenezperez_chiapas,Maria Roselia Jimenez Perez,Licenciatura,Diputada Propietario,Mayoria Relativa,1959-08-30,Chiapas,Distrito:8,SI,PT,Ciencias de la educación,,,,
351,mariarosetesanchez,mr_ciudad de mexico,mariarosete_ciudad de mexico,Maria Rosete Sanchez,Licenciatura,Diputada Propietario,Mayoria Relativa,1960-03-12,Ciudad de Mexico,Distrito:8,SI,PT,Derecho,,,,
352,mariateresalopezperez,mtlp_jalisco,mariateresalopezperez_jalisco,Maria Teresa Lopez Perez,Maestría,Diputada Propietario,Representacion proporcional,1940-12-30,Jalisco,Circunscripcion:1,SI,MORENA,Humanidades,,,,
353,mariateresamarumejia,mtmm_mexico,mariateresamarumejia_mexico,Maria Teresa Maru Mejia,Pasante/Licenciatura trunca,Diputada Propietario,Mayoria Relativa,1958-10-29,Mexico,Distrito:3,SI,PT,Administración y contaduría,,,,
354,mariateresarebecarosamorarios,mtrrmr_mexico,mariateresarebecarosamorarios_mexico,Maria Teresa Rebeca Rosa Mora Rios,Licenciatura,Diputada Propietario,Mayoria Relativa,1952-05-11,Mexico,Distrito:22,SI,MORENA,Ingeniería,,,,
355,mariawendybriceñozuloaga,mwbz_sonora,mariawendybricenozuloaga_sonora,Maria Wendy Briceño Zuloaga,Maestría,Diputada Propietario,Mayoria Relativa,1978-09-15,Sonora,Distrito:5,SI,MORENA,Ciencias políticas y sociales,,,,
356,mariadelosangelesgutierrezvaldez,mdlagv_chihuahua,mariadelosangelesgutierrezvaldez_chihuahua,Maria de los Angeles Gutierrez Valdez,Licenciatura,Diputada Propietario,Mayoria Relativa,1962-03-08,Chihuahua,Distrito:9,SI,PAN,Ciencias de la educación,,,,
357,mariadelosangeleshuertadelrio,mdlahdr_mexico,mariadelosangeleshuertadelrio_mexico,Maria de los Angeles Huerta del Rio,Maestría,Diputada Propietario,Mayoria Relativa,1962-08-10,Mexico,Distrito:24,SI,MORENA,Ciencias políticas y sociales,,,,
358,mariadelcarmenbautistapelaez,mdcbp_oaxaca,mariadelcarmenbautistapelaez_oaxaca,Maria del Carmen Bautista Pelaez,Licenciatura,Diputada Propietario,Mayoria Relativa,1991-04-04,Oaxaca,Distrito:9,SI,MORENA,Derecho,,,,
359,mariadelrosariomerlingarcia,mdrmg_guerrero,mariadelrosariomerlingarcia_guerrero,Maria del Rosario Merlin Garcia,Maestría,Diputada Propietario,Mayoria Relativa,1964-11-01,Guerrero,Distrito:9,SI,MORENA,,,,,
360,marianadunyaskagarciarojas,mdgr_veracruz,marianadunyaskagarciarojas_veracruz,Mariana Dunyaska Garcia Rojas,Maestría,Diputada Propietario,Mayoria Relativa,1974-10-29,Veracruz,Distrito:12,SI,PAN,Otra,,,,
361,marianarodriguezmieryteran,mrmyt_tamaulipas,marianarodriguezmieryteran_tamaulipas,Mariana Rodriguez Mier y Teran,Maestría,Diputada Propietario,Representacion proporcional,1976-06-01,Tamaulipas,Circunscripcion:2,SI,PRI,Derecho,,,,
362,maribelaguilerachairez,mac_durango,maribelaguilerachairez_durango,Maribel Aguilera Chairez,Licenciatura,Diputada Propietario,Mayoria Relativa,1977-12-20,Durango,Distrito:3,SI,MORENA,Derecho,,,,
363,maribelmartinezruiz,mmr_oaxaca,maribelmartinezruiz_oaxaca,Maribel Martinez Ruiz,Maestría,Diputada Propietario,Representacion proporcional,1972-10-30,Oaxaca,Circunscripcion:3,SI,PT,Psicología,,,,
364,maricruzroblerogordillo,mrg_chiapas,maricruzroblerogordillo_chiapas,Maricruz Roblero Gordillo,Licenciatura,Diputada Propietario,Mayoria Relativa,1966-10-26,Chiapas,Distrito:13,SI,PT,Ciencias de la educación,,,,
365,marinadelpilaravilaolmeda,mdpao_baja california,marinadelpilaravilaolmeda_baja california,Marina del Pilar Avila Olmeda,Maestría,Diputada Propietario,Mayoria Relativa,1985-10-19,Baja California,Distrito:2,NO,MORENA,,,,,
366,marioalbertoramostamez,mart_tamaulipas,marioalbertoramostamez_tamaulipas,Mario Alberto Ramos Tamez,Maestría,Diputado Propietario,Mayoria Relativa,1986-04-03,Tamaulipas,Distrito:5,SI,PAN,,,,,
367,marioalbertorodriguezcarrillo,marc_jalisco,marioalbertorodriguezcarrillo_jalisco,Mario Alberto Rodriguez Carrillo,Doctorado,Diputado Propietario,Mayoria Relativa,1967-03-14,Jalisco,Distrito:4,SI,MC,Ciencias de la educación,,,,
368,mariodelgadocarrillo,mdc_ciudad de mexico,mariodelgadocarrillo_ciudad de mexico,Mario Delgado Carrillo,Maestría,Diputado Propietario,Mayoria Relativa,1972-06-17,Ciudad de Mexico,Distrito:13,NO,MORENA,,,,,
369,marioismaelmorenogil,mimg_baja california,marioismaelmorenogil_baja california,Mario Ismael Moreno Gil,Pasante/Licenciatura trunca,Diputado Propietario,Mayoria Relativa,1948-06-17,Baja California,Distrito:5,SI,MORENA,Arquitectura y diseño,,,,
370,mariomatacarrasco,mmc_chihuahua,mariomatacarrasco_chihuahua,Mario Mata Carrasco,Licenciatura,Diputado Propietario,Mayoria Relativa,1962-03-20,Chihuahua,Distrito:5,SI,PAN,Ingeniería,,,,
371,marthaangelicazamudiomacias,mazm_jalisco,marthaangelicazamudiomacias_jalisco,Martha Angelica Zamudio Macias,Pasante/Licenciatura trunca,Diputada Propietario,Representacion proporcional,1957-02-24,Jalisco,Circunscripcion:1,SI,MC,Administración y contaduría,,,,
372,marthaelenagarciagomez,megg_nayarit,marthaelenagarciagomez_nayarit,Martha Elena Garcia Gomez,Técnico,Diputada Propietario,Representacion proporcional,1945-05-03,Nayarit,Circunscripcion:1,NO,PAN,Administración y contaduría,,,,
373,marthaelisagonzalezestrada,mege_aguascalientes,marthaelisagonzalezestrada_aguascalientes,Martha Elisa Gonzalez Estrada,Maestría,Diputada Propietario,Mayoria Relativa,1977-01-29,Aguascalientes,Distrito:3,SI,PAN,,,,,
374,marthaestelaromocuellar,merc_jalisco,marthaestelaromocuellar_jalisco,Martha Estela Romo Cuellar,Licenciatura,Diputada Propietario,Mayoria Relativa,1985-03-14,Jalisco,Distrito:2,SI,PAN,Ciencias de la salud,,,,
375,marthahortenciagaraycadena,mhgc_coahuila,marthahortenciagaraycadena_coahuila,Martha Hortencia Garay Cadena,Técnico,Diputada Propietario,Mayoria Relativa,1955-04-03,Coahuila,Distrito:4,NO,PRI,Otra,,,,
376,marthaoliviagarciavidaña,mogv_durango,marthaoliviagarciavidana_durango,Martha Olivia Garcia Vidaña,Licenciatura,Diputada Propietario,Mayoria Relativa,1969-05-04,Durango,Distrito:1,SI,MORENA,Ingeniería,,,,
377,marthapatriciaramirezlucero,mprl_baja california,marthapatriciaramirezlucero_baja california,Martha Patricia Ramirez Lucero,Licenciatura,Diputada Propietario,Representacion proporcional,1952-09-03,Baja California,Circunscripcion:1,NO,MORENA,Derecho,,,,
378,martharoblesortiz,mro_mexico,martharoblesortiz_mexico,Martha Robles Ortiz,No disponible,Diputada Propietario,Mayoria Relativa,1962-04-25,Mexico,Distrito:29,SI,MORENA,,,,,
379,marthataglemartinez,mtm_ciudad de mexico,marthataglemartinez_ciudad de mexico,Martha Tagle Martinez,Licenciatura,Diputada Propietario,Representacion proporcional,1973-11-26,Ciudad de Mexico,Circunscripcion:4,NO,MC,Ciencias políticas y sociales,,,,
380,martinacazarezyañez,mcy_san luis potosi,martinacazarezyanez_san luis potosi,Martina Cazarez Yañez,No disponible,Diputada Propietario,Representacion proporcional,1970-03-07,San Luis Potosi,Circunscripcion:2,SI,MORENA,,,,,
381,marycarmenbernalmartinez,mcbm_michoacan,marycarmenbernalmartinez_michoacan,Mary Carmen Bernal Martinez,Licenciatura,Diputada Propietario,Mayoria Relativa,1984-08-24,Michoacan,Distrito:3,SI,PT,Derecho,,,,
382,mauricioalonsotoledogutierrez,matg_ciudad de mexico,mauricioalonsotoledogutierrez_ciudad de mexico,Mauricio Alonso Toledo Gutierrez,Licenciatura,Diputado Propietario,Representacion proporcional,1980-06-19,Ciudad de Mexico,Circunscripcion:4,SI,PT,Derecho,,,,
383,maximinoalejandrocandelaria,mac_ciudad de mexico,maximinoalejandrocandelaria_ciudad de mexico,Maximino Alejandro Candelaria,Secundaria,Diputado Propietario,Representacion proporcional,1977-01-08,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,,,,,
384,melbaneliafariaszambrano,mnfz_coahuila,melbaneliafariaszambrano_coahuila,Melba Nelia Farias Zambrano,Licenciatura,Diputada Propietario,Mayoria Relativa,1955-07-06,Coahuila,Distrito:3,SI,MORENA,Ciencias de la salud,,,,
385,meraryvillegassanchez,mvs_sinaloa,meraryvillegassanchez_sinaloa,Merary Villegas Sanchez,Pasante/Licenciatura trunca,Diputado Propietario,Mayoria Relativa,1987-04-20,Sinaloa,Distrito:7,SI,MORENA,,,,,
386,miguelacundogonzalez,mag_puebla,miguelacundogonzalez_puebla,Miguel Acundo Gonzalez,No disponible,Diputado Propietario,Mayoria Relativa,1961-09-29,Puebla,Distrito:1,NO,PES,,,,,
387,miguelalonsoriggsbaeza,marb_chihuahua,miguelalonsoriggsbaeza_chihuahua,Miguel Alonso Riggs Baeza,Maestría,Diputado Propietario,Mayoria Relativa,1975-10-27,Chihuahua,Distrito:6,SI,PAN,Administración y contaduría,,,,
388,miguelangelchicoherrera,mach_guanajuato,miguelangelchicoherrera_guanajuato,Miguel Angel Chico Herrera,Licenciatura,Diputado Propietario,Representacion proporcional,1961-03-17,Guanajuato,Circunscripcion:2,SI,MORENA,Derecho,,,,
389,miguelangeljaureguimontesdeoca,majmdo_ciudad de mexico,miguelangeljaureguimontesdeoca_ciudad de mexico,Miguel Angel Jauregui Montes de Oca,Licenciatura,Diputado Propietario,Mayoria Relativa,1975-02-19,Ciudad de Mexico,Distrito:3,SI,MORENA,Ciencias políticas y sociales,,,,
390,miguelangelmarquezgonzalez,mamg_jalisco,miguelangelmarquezgonzalez_jalisco,Miguel Angel Marquez Gonzalez,Licenciatura,Diputado Propietario,Representacion proporcional,1962-10-21,Jalisco,Circunscripcion:1,SI,MORENA,Ciencias políticas y sociales,,,,
391,miguelpaveljarerovelazquez,mpjv_nayarit,miguelpaveljarerovelazquez_nayarit,Miguel Pavel Jarero Velazquez,Licenciatura,Diputado Propietario,Mayoria Relativa,1977-10-19,Nayarit,Distrito:1,SI,MORENA,Económico-financiera,,,,
392,miguelpradodelossantos,mpdls_chiapas,miguelpradodelossantos_chiapas,Miguel Prado de los Santos,Licenciatura,Diputado Propietario,Mayoria Relativa,1984-01-19,Chiapas,Distrito:7,SI,MORENA,Administración y contaduría,,,,
393,mildredconcepcionavilavera,mcav_quintana roo,mildredconcepcionavilavera_quintana roo,Mildred Concepcion Avila Vera,Licenciatura,Diputada Propietario,Mayoria Relativa,1965-12-05,Quintana Roo,Distrito:3,SI,MORENA,Ciencias de la educación,,,,
394,miriamcitlallyperezmackintosh,mcpm_nayarit,miriamcitlallyperezmackintosh_nayarit,Miriam Citlally Perez Mackintosh,Técnico,Diputada Propietario,Representacion proporcional,1967-11-20,Nayarit,Circunscripcion:1,NO,MORENA,,,,,
395,mirnazabeidamaldonadotapia,mzmt_zacatecas,mirnazabeidamaldonadotapia_zacatecas,Mirna Zabeida Maldonado Tapia,Doctorado,Diputada Propietario,Mayoria Relativa,1969-05-13,Zacatecas,Distrito:1,SI,MORENA,Ciencias de la educación,,,,
396,miroslavacarrillomartinez,mcm_mexico,miroslavacarrillomartinez_mexico,Miroslava Carrillo Martinez,Doctorado,Diputada Propietario,Mayoria Relativa,1973-05-05,Mexico,Distrito:34,NO,MORENA,,,,,
397,miroslavasanchezgalvan,msg_coahuila,miroslavasanchezgalvan_coahuila,Miroslava Sanchez Galvan,Licenciatura,Diputada Propietario,Representacion proporcional,1957-08-10,Coahuila,Circunscripcion:2,SI,MORENA,,,,,
398,mirthailianavillalvazoamaya,miva_nayarit,mirthailianavillalvazoamaya_nayarit,Mirtha Iliana Villalvazo Amaya,Licenciatura,Diputada Propietario,Mayoria Relativa,1980-12-02,Nayarit,Distrito:3,SI,MORENA,,,,,
399,moisesignaciomiervelazco,mimv_puebla,moisesignaciomiervelazco_puebla,Moises Ignacio Mier Velazco,Licenciatura,Diputado Propietario,Representacion proporcional,1961-01-04,Puebla,Circunscripcion:4,SI,MORENA,Administración y contaduría,,,,
400,monicaalmeidalopez,mal_jalisco,monicaalmeidalopez_jalisco,Monica Almeida Lopez,Doctorado,Diputada Propietario,Mayoria Relativa,1970-04-03,Jalisco,Distrito:18,NO,PRD,,,,,
401,monicabautistarodriguez,mbr_mexico,monicabautistarodriguez_mexico,Monica Bautista Rodriguez,No disponible,Diputada Propietario,Representacion proporcional,1976-02-13,Mexico,Circunscripcion:5,SI,PRD,,,,,
402,nancyclaudiaresendizhernandez,ncrh_mexico,nancyclaudiaresendizhernandez_mexico,Nancy Claudia Resendiz Hernandez,Maestría,Diputada Propietario,Mayoria Relativa,1977-12-19,Mexico,Distrito:41,SI,PES,Derecho,,,,
403,nancyyadirasantiagomarcos,nysm_sinaloa,nancyyadirasantiagomarcos_sinaloa,Nancy Yadira Santiago Marcos,Licenciatura,Diputada Propietario,Mayoria Relativa,1980-05-04,Sinaloa,Distrito:5,SI,MORENA,,,,,
404,nayeliarlenfernandezcruz,nafc_ciudad de mexico,nayeliarlenfernandezcruz_ciudad de mexico,Nayeli Arlen Fernandez Cruz,Maestría,Diputada Propietario,Representacion proporcional,1984-01-16,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Ciencias políticas y sociales,,,,
405,nayelisalvatoribojalil,nsb_puebla,nayelisalvatoribojalil_puebla,Nayeli Salvatori Bojalil,Licenciatura,Diputada Propietario,Mayoria Relativa,1985-08-26,Puebla,Distrito:10,SI,PES,,,,,
406,nellymacedacarrera,nmc_puebla,nellymacedacarrera_puebla,Nelly Maceda Carrera,Técnico,Diputada Propietario,Mayoria Relativa,1979-02-05,Puebla,Distrito:14,SI,PT,Ciencias políticas y sociales,,,,
407,nellycarrascogodinez,nmcg_mexico,nellyminervacarrascogodinez_mexico,Nelly Carrasco Godinez,Licenciatura,Diputada Propietario,Mayoria Relativa,1982-03-16,Mexico,Distrito:4,SI,MORENA,Otra,,,,
408,nohemialemanhernandez,nah_tamaulipas,nohemialemanhernandez_tamaulipas,Nohemi Aleman Hernandez,Maestría,Diputada Propietario,Representacion proporcional,1982-02-03,Tamaulipas,Circunscripcion:2,SI,MORENA,,,,,
409,normaazucenarodriguezzamora,narz_veracruz,normaazucenarodriguezzamora_veracruz,Norma Azucena Rodriguez Zamora,Licenciatura,Diputada Propietario,Representacion proporcional,1986-02-07,Veracruz,Circunscripcion:3,NO,PRD,Ingeniería,,,,
410,normaguelsaldivar,ngs_aguascalientes,normaguelsaldivar_aguascalientes,Norma Guel Saldivar,Maestría,Diputada Propietario,Representacion proporcional,1981-04-24,Aguascalientes,Circunscripcion:2,SI,PRI,,,,,
411,olegariacarrazcomacias,ocm_sinaloa,olegariacarrazcomacias_sinaloa,Olegaria Carrazco Macias,Técnico,Diputada Propietario,Mayoria Relativa,1960-04-12,Sinaloa,Distrito:6,SI,MORENA,Ciencias de la salud,,,,
412,olgajulianaelizondoguerra,ojeg_tamaulipas,olgajulianaelizondoguerra_tamaulipas,Olga Juliana Elizondo Guerra,Licenciatura,Diputada Propietario,Mayoria Relativa,1965-05-21,Tamaulipas,Distrito:2,SI,PT,Administración y contaduría,,,,
413,olgapatriciasosaruiz,opsr_tamaulipas,olgapatriciasosaruiz_tamaulipas,Olga Patricia Sosa Ruiz,Maestría,Diputada Propietario,Mayoria Relativa,1974-09-22,Tamaulipas,Distrito:8,SI,PES,,,,,
414,oscarbautistavillegas,obv_san luis potosi,oscarbautistavillegas_san luis potosi,Oscar Bautista Villegas,Maestría,Diputado Propietario,Mayoria Relativa,1964-02-06,San Luis Potosi,Distrito:3,SI,PRI,Administración y contaduría,,,,
415,oscardanielmartinezterrazas,odmt_morelos,oscardanielmartinezterrazas_morelos,Oscar Daniel Martinez Terrazas,Licenciatura,Diputado Propietario,Representacion proporcional,1986-01-17,Morelos,Circunscripcion:4,SI,PAN,Administración y contaduría,,,,
416,oscargonzalezyañez,ogy_mexico,oscargonzalezyanez_mexico,Oscar Gonzalez Yañez,Licenciatura,Diputado Propietario,Mayoria Relativa,1964-10-06,Mexico,Distrito:27,SI,PT,Económico-financiera,,,,
417,oscarrafaelnovellamacias,ornm_zacatecas,oscarrafaelnovellamacias_zacatecas,Oscar Rafael Novella Macias,Maestría,Diputado Propietario,Representacion proporcional,1984-10-12,Zacatecas,Circunscripcion:2,SI,MORENA,,,,,
418,pablogomezalvarez,pga_ciudad de mexico,pablogomezalvarez_ciudad de mexico,Pablo Gomez Alvarez,Licenciatura,Diputado Propietario,Mayoria Relativa,1946-10-21,Ciudad de Mexico,Distrito:23,SI,MORENA,Económico-financiera,,,,
419,pabloguillermoangulobriceño,pgab_campeche,pabloguillermoangulobriceno_campeche,Pablo Guillermo Angulo Briceño,Maestría,Diputado Propietario,Representacion proporcional,1990-08-01,Campeche,Circunscripcion:3,SI,PRI,Ciencias políticas y sociales,,,,
420,paolatenorioadame,pta_veracruz,paolatenorioadame_veracruz,Paola Tenorio Adame,No disponible,Diputada Propietario,Mayoria Relativa,1966-04-20,Veracruz,Distrito:19,SI,MORENA,,,,,
421,patriciadelcarmendelacruzdelucio,pdcdlcd_chiapas,patriciadelcarmendelacruzdelucio_chiapas,Patricia del Carmen De la Cruz Delucio,Primaria,Diputada Propietario,Representacion proporcional,1971-06-21,Chiapas,Circunscripcion:3,SI,MORENA,,,,,
422,patriciaterrazasbaca,ptb_chihuahua,patriciaterrazasbaca_chihuahua,Patricia Terrazas Baca,Doctorado,Diputada Propietario,Representacion proporcional,1966-09-26,Chihuahua,Circunscripcion:1,SI,PAN,Derecho,,,,
423,pedrodanielabasolosanchez,pdas_mexico,pedrodanielabasolosanchez_mexico,Pedro Daniel Abasolo Sanchez,Secundaria,Diputado Propietario,Representacion proporcional,1991-02-03,Mexico,Circunscripcion:5,SI,PT,,,,,
424,pedromariozentenosantaella,pmzs_mexico,pedromariozentenosantaella_mexico,Pedro Mario Zenteno Santaella,Doctorado,Diputado Propietario,Mayoria Relativa,1960-09-13,Mexico,Distrito:37,NO,MORENA,,,,,
425,pedropablotreviñovillarreal,pptv_nuevo leon,pedropablotrevinovillarreal_nuevo leon,Pedro Pablo Treviño Villarreal,Maestría,Diputado Propietario,Representacion proporcional,1972-06-13,Nuevo Leon,Circunscripcion:2,SI,PRI,Ciencias políticas y sociales,,,,
426,porfiriomuñozledo,pml_ciudad de mexico,porfiriomunozledo_ciudad de mexico,Porfirio Muñoz Ledo,Doctorado,Diputado Propietario,Representacion proporcional,1933-07-23,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Derecho,,,,
427,rafaelhernandezvillalpando,rhv_veracruz,rafaelhernandezvillalpando_veracruz,Rafael Hernandez Villalpando,Maestría,Diputado Propietario,Mayoria Relativa,1947-11-08,Veracruz,Distrito:10,SI,MORENA,Derecho,,,,
428,raquelbonillaherrera,rbh_veracruz,raquelbonillaherrera_veracruz,Raquel Bonilla Herrera,Pasante/Licenciatura trunca,Diputada Propietario,Mayoria Relativa,1984-03-17,Veracruz,Distrito:5,NO,MORENA,Derecho,,,,
429,raulernestosanchezbarraleszavalza,resbz_mexico,raulernestosanchezbarraleszavalza_mexico,Raul Ernesto Sanchez Barrales Zavalza,Licenciatura,Diputado Propietario,Mayoria Relativa,1971-12-19,Mexico,Distrito:15,SI,PT,Derecho,,,,
430,raulgraciaguzman,rgg_nuevo leon,raulgraciaguzman_nuevo leon,Raul Gracia Guzman,Licenciatura,Diputado Propietario,Representacion proporcional,1975-02-20,Nuevo Leon,Circunscripcion:2,NO,PAN,Derecho,,,,
431,raymundogarciagutierrez,rgg_guerrero,raymundogarciagutierrez_guerrero,Raymundo Garcia Gutierrez,Maestría,Diputado Propietario,Mayoria Relativa,1963-07-04,Guerrero,Distrito:6,NO,PRD,,,,,
432,reginaldosandovalflores,rsf_michoacan,reginaldosandovalflores_michoacan,Reginaldo Sandoval Flores,Licenciatura,Diputado Propietario,Representacion proporcional,1967-05-14,Michoacan,Circunscripcion:5,SI,PT,Económico-financiera,,,,
433,renejuarezcisneros,rjc_guerrero,renejuarezcisneros_guerrero,Rene Juarez Cisneros,Licenciatura,Diputado Propietario,Representacion proporcional,1956-06-08,Guerrero,Circunscripcion:4,SI,PRI,Económico-financiera,,,,
434,reynacelesteascencioortega,rcao_michoacan,reynacelesteascencioortega_michoacan,Reyna Celeste Ascencio Ortega,Pasante/Licenciatura trunca,Diputada Propietario,Representacion proporcional,1993-01-05,Michoacan,Circunscripcion:5,SI,MORENA,Derecho,,,,
435,ricardoaguilarcastillo,rac_mexico,ricardoaguilarcastillo_mexico,Ricardo Aguilar Castillo,Maestría,Diputado Propietario,Mayoria Relativa,1970-08-05,Mexico,Distrito:1,SI,PRI,Ciencias políticas y sociales,,,,
436,ricardodelapeñamarshall,rdlpm_tabasco,ricardodelapenamarshall_tabasco,Ricardo De la Peña Marshall,Maestría,Diputado Propietario,Mayoria Relativa,1964-02-17,Tabasco,Distrito:6,SI,PES,Humanidades,,,,
437,ricardofloressuarez,rfs_nuevo leon,ricardofloressuarez_nuevo leon,Ricardo Flores Suarez,Licenciatura,Diputado Propietario,Mayoria Relativa,1977-08-05,Nuevo Leon,Distrito:4,NO,PAN,Derecho,,,,
438,ricardofranciscoexsomezapata,rfez_veracruz,ricardofranciscoexsomezapata_veracruz,Ricardo Francisco Exsome Zapata,Licenciatura,Diputado Propietario,Mayoria Relativa,1963-09-28,Veracruz,Distrito:4,SI,MORENA,Ingeniería,,,,
439,ricardogarciaescalante,rge_veracruz,ricardogarciaescalante_veracruz,Ricardo Garcia Escalante,Licenciatura,Diputado Propietario,Mayoria Relativa,1981-05-02,Veracruz,Distrito:1,SI,PAN,Administración y contaduría,,,,
440,ricardovillarrealgarcia,rvg_guanajuato,ricardovillarrealgarcia_guanajuato,Ricardo Villarreal Garcia,Licenciatura,Diputado Propietario,Mayoria Relativa,1981-04-12,Guanajuato,Distrito:2,SI,PAN,Derecho,,,,
441,robertoangeldominguezrodriguez,radr_mexico,robertoangeldominguezrodriguez_mexico,Roberto Angel Dominguez Rodriguez,Licenciatura,Diputado Propietario,Mayoria Relativa,1980-01-27,Mexico,Distrito:28,SI,MORENA,Derecho,,,,
442,robertoantoniorubiomontejo,rarm_chiapas,robertoantoniorubiomontejo_chiapas,Roberto Antonio Rubio Montejo,Licenciatura,Diputado Propietario,Mayoria Relativa,1977-04-20,Chiapas,Distrito:11,SI,PVEM,Derecho,,,,
443,rociobarrerabadillo,rbb_ciudad de mexico,rociobarrerabadillo_ciudad de mexico,Rocio Barrera Badillo,Licenciatura,Diputada Propietario,Mayoria Relativa,1976-10-01,Ciudad de Mexico,Distrito:11,SI,MORENA,,,,,
444,rociodelpilarvillarauzmartinez,rdpvm_ciudad de mexico,rociodelpilarvillarauzmartinez_ciudad de mexico,Rocio del Pilar Villarauz Martinez,Pasante/Licenciatura trunca,Diputada Propietario,Representacion proporcional,1977-12-12,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Ciencias políticas y sociales,,,,
445,rodrigocalderonsalas,rcs_veracruz,rodrigocalderonsalas_veracruz,Rodrigo Calderon Salas,Técnico,Diputado Propietario,Mayoria Relativa,1958-04-05,Veracruz,Distrito:7,NO,MORENA,Administración y contaduría,,,,
446,rogerherve,rh_yucatan,rogerherve(deceso)aguilarsalazar(protestapendiente)_yucatan,Roger Herve,No disponible,Diputado Propietario,Mayoria Relativa,1938-09-12,Yucatan,Distrito:3,NO,MORENA,,,,,
