CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
VMTdJ,Teresita de Jesus Vargas Meraz,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Chihuahua Distrito: 2 (Juárez) ,Pasante/Licenciatura trunca,Derecho,LXIV,29/08/2018,31/08/2021
GCTM,Teofilo Manuel Garcia Corpus,Diputado Propietario,Morena,06/02/1958, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021
GSU,Ulises Garcia Soto,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Chihuahua Distrito: 4 (Juárez) ,Licenciatura,Psicología,LXIV,29/08/2018,31/08/2021
MSU,Ulises Murguia Soto,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 19 (Tlalnepantla de Baz) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021
RLV,Valentin Reyes Lopez,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Veracruz Distrito: 17 (Cosamaloapan) ,,,LXIV,29/08/2018,31/08/2021
JPVB,Veronica Beatriz Juarez Piña,Diputada Propietario,PRD,28/09/1971, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021
SRVM,Veronica Maria Sobrado Rodriguez,Diputada Propietario,PAN,01/01/1900, ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
RCV,Veronica Ramos Cruz,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Técnico,,LXIV,29/08/2018,31/08/2021
OVVA,Vicente Alberto Onofre Vazquez,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 33 (Chalco de Díaz Covarrubias) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021
VOVJ,Vicente Javier Verastegui Ostos,Diputado Propietario,PAN,03/09/1963, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 6 (Ciudad Mante) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021
MWVA,Victor Adolfo Mojica Wences,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Guerrero Distrito: 1 (Ciudad Altamirano) ,Licenciatura,Ciencias de la salud,LXIV,29/08/2018,31/08/2021
BLV,Victor Blas Lopez,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021
VLVG,Victor Gabriel Varela Lopez,Diputado Propietario,Morena,20/04/1973, Distrito Federal ,Mayoría Relativa, Ciudad de México Distrito: 22 (Iztapalapa) ,Preparatoria,,LXIV,29/08/2018,31/08/2021
AZX,Xavier Azuara Zuñiga,Diputado Propietario,PAN,16/09/1979, San Luis Potosí ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021
PDlMX,Ximena Puente De la Mora,Diputada Propietario,PRI,01/01/1900, ,Representación Proporcional, Colima Circunscripción: Quinta ,Doctorado,Derecho,LXIV,29/08/2018,31/08/2021
GBY,Yolanda Guerrero Barrera,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Michoacán Distrito: 5 (Zamora de Hidalgo) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021
OVZ,Zaira Ochoa Valdivia,Diputada Propietario,Morena,05/03/1973, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
RMÁB,Angel Benjamin Robles Montoya,Diputado Propietario,PT,08/11/1959, Distrito Federal ,Mayoría Relativa, Oaxaca Distrito: 8 (Oaxaca de Juárez) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021
RBÉJ,Ector Jaime Ramirez Barba,Diputado Propietario,PAN,01/12/1956, ,Mayoría Relativa, Guanajuato Distrito: 5 (León) ,Doctorado,Ciencias de la salud,LXIV,29/08/2018,31/08/2021
GYÓ,Oscar Gonzalez Yañez,Diputado Propietario,PT,06/10/1964, Distrito Federal ,Mayoría Relativa, México Distrito: 27 (Metepec) ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021
