CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
RRG,Gabriela Ramirez Ramos,Diputada Propietario,PAN,15/01/1975, Veracruz ,Mayoría Relativa, Veracruz Distrito: 12 (Veracruz) ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
HVG,Genoveva Huerta Villegas,Diputada Propietario,PAN,01/05/1981, Puebla ,Mayoría Relativa, Puebla Distrito: 9 (Heroica Puebla de Zaragoza) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
VBGP,Georgina Paola Villalpando Barrios,Diputada Suplente,PVEM,01/01/1900, ,Mayoría Relativa, Michoacán Distrito: 10 (Morelia) ,,,LXIII,29/08/2015,31/08/2018
SDGF,Gerardo Federico Salas Diaz,Diputado Propietario,PAN,25/05/1975, Aguascalientes ,Mayoría Relativa, Aguascalientes Distrito: 1 (Jesús María) ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
CSGG,Gerardo Gabriel Cuanalo Santos,Diputado Propietario,PAN,24/04/1973, Distrito Federal ,Mayoría Relativa, Querétaro Distrito: 3 (Santiago de Querétaro) ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
SGG,Gerardo Sanchez Garcia,Senador Propietario,PRI,01/10/1960, Guanajuato ,Representación Proporcional, N/A ,Doctorado,Derecho,LXIII,29/08/2015,31/08/2018
RCGE,German Ernesto Ralis Cumplido,Diputado Propietario,MC,26/06/1964, ,Mayoría Relativa, Jalisco Distrito: 16 (Tlaquepaque) ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
EMG,German Escobar Manjarrez,Diputado Propietario,PRI,05/07/1965, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 6 (Mazatlán) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
ROGR,Gianni Raul Ramirez Ocampo,Diputado Propietario,PRI,14/02/1976, Nayarit ,Mayoría Relativa, Nayarit Distrito: 2 (Tepic) ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
FNGH,Gloria Himelda Felix Niebla,Diputada Propietario,PRI,13/05/1968, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 1 (El Fuerte) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
GVG,Gonzalo Guizar Valladares,Diputado Propietario,PES,27/04/1961, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
BHGR,Gonzalo Rene Brito Herrera,Diputado Suplente,PRI,01/01/1900, ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
OGG,Graciela Ortiz Gonzalez,Senadora Propietario,PRI,29/11/1954, Chihuahua ,Representación Proporcional, N/A ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
CJG,Gretel Culin Jaime,Diputada Propietario,PAN,10/08/1977, Distrito Federal ,Representación Proporcional, Colima Circunscripción: Quinta ,Licenciatura,Comunicación,LXIII,29/08/2015,31/08/2018
ANG,Guadalupe Acosta Naranjo,Diputado Propietario,PRD,03/06/1964, Sinaloa ,Representación Proporcional, Nayarit Circunscripción: Primera ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
GSG,Guadalupe Gonzalez Suastegui,Diputada Propietario,PAN,19/05/1986, Guerrero ,Representación Proporcional, Guerrero Circunscripción: Cuarta ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
HCG,Guadalupe Hernandez Correa,Diputada Propietario,Morena,02/09/1969, Tabasco ,Representación Proporcional, Tabasco Circunscripción: Tercera ,Preparatoria,,LXIII,29/08/2015,31/08/2018
SRGR,Guillermo Rafael Santiago Rodriguez,Diputado Propietario,Morena,22/07/1993, Chiapas ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Licenciatura,Comunicación,LXIII,29/08/2015,31/08/2018
CGGA,Gustavo Adolfo Cardenas Gutierrez,Diputado Propietario,MC,25/01/1958, Tamaulipas ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
SEH,Heidi Salazar Espinosa,Diputada Propietario,PRI,03/04/1975, Veracruz ,Mayoría Relativa, Veracruz Distrito: 6 (Papantla de Olarte) ,Pasante/Licenciatura trunca,Psicología,LXIII,29/08/2015,31/08/2018
CEH,Herminio Corral Estrada,Diputado Propietario,PAN,01/02/1975, Baja California Sur ,Representación Proporcional, Baja California Sur Circunscripción: Primera ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
OLHdJ,Hernan de Jesus Orantes Lopez,Diputado Propietario,PRI,11/04/1968, ,Mayoría Relativa, Chiapas Distrito: 2 (Bochil) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
CMHOA,Hersilia Onfalia Adamina Cordova Moran,Diputada Propietario,PRI,03/07/1952, Puebla ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Maestría,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
FEHE,Hilda Esthela Flores Escalera,Senadora Propietario,PRI,09/09/1970, Coahuila ,Representación Proporcional, N/A ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
PGHN,Horalia Noemi Perez Gonzalez,Diputada Suplente,PRI,01/01/1900, ,Mayoría Relativa, México Distrito: 27 (Metepec) ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
ACH,Hortensia Aragon Castillo,Diputada Propietario,PRD,31/05/1960, Chihuahua ,Representación Proporcional, Chihuahua Circunscripción: Primera ,Maestría,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
ADH,Hugo Alejo Dominguez,Diputado Propietario,PAN,01/12/1955, Puebla ,Mayoría Relativa, Puebla Distrito: 4 (Zacapoaxtla) ,Profesor Normalista,,LXIII,29/08/2015,31/08/2018
GEHD,Hugo Daniel Gaeta Esparza,Diputado Propietario,PRI,27/12/1971, Jalisco ,Mayoría Relativa, Jalisco Distrito: 1 (Tequila) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
MCHD,Humberto Domingo Mayans Canabal,Senador Propietario,PRI,06/02/1949, Tabasco ,Primera Minoría, Tabasco ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
BMH,Hector Barrera Marmolejo,Diputado Propietario,PAN,08/08/1974, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 24 (Coyoacán) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
FÁHD,Hector David Flores Avalos,Senador Suplente,PAN,10/06/1975, ,Primera Minoría, Durango ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
GCHJ,Hector Javier Garcia Chavez,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Morelos Distrito: 2 (Jiutepec) ,Pasante/Licenciatura trunca,Económico-financiera,LXIII,29/08/2015,31/08/2018
ÁOHJ,Hector Javier Alvarez Ortiz,Diputado Propietario,PRI,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
LCH,Hector Larios Cordova,Senador Propietario,PAN,22/12/1954, Jalisco ,Representación Proporcional, N/A ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
PGH,Hector Peralta Grappin,Diputado Propietario,PRD,01/01/1900, Tabasco ,Mayoría Relativa, Tabasco Distrito: 3 (Comalcalco) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
CRHU,Hector Ulises Cristopulos Rios,Diputado Propietario,PRI,14/09/1973, Sonora ,Mayoría Relativa, Sonora Distrito: 5 (Hermosillo) ,Maestría,Otra,LXIII,29/08/2015,31/08/2018
YLH,Hector Yunes Landa,Senador Propietario,PRI,27/09/1958, Veracruz ,Mayoría Relativa, Veracruz ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
MMIV,Iris Vianey Mendoza Mendoza,Senadora Propietario,PRD,26/08/1981, Michoacán ,Representación Proporcional, N/A ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
LLIR,Irma Rebeca Lopez Lopez,Diputada Propietario,PRD,01/01/1900, ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Secundaria,,LXIII,29/08/2015,31/08/2018
PPII,Isaura Ivanova Pool Pech,Diputada Propietario,PRD,01/01/1900, ,Representación Proporcional, Quintana Roo Circunscripción: Tercera ,Maestría,Comunicación,LXIII,29/08/2015,31/08/2018
GCI,Isaias Gonzalez Cuevas,Senador Propietario,PRI,06/07/1940, México ,Mayoría Relativa, Baja California Sur ,Secundaria,,LXIII,29/08/2015,31/08/2018
PCI,Isidro Pedraza Chavez,Senador Propietario,PRD,15/05/1959, Hidalgo ,Primera Minoría, Hidalgo ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
HDIA,Ismael Alfredo Hernandez Deras,Senador Propietario,PRI,20/02/1964, Durango ,Mayoría Relativa, Durango ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
RdlMIS,Itzel Sarahi Rios de la Mora,Senadora Propietario,PRI,31/08/1978, Colima ,Mayoría Relativa, Colima ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
BCI,Iveth Bernal Casique,Diputada Propietario,PRI,26/08/1984, México ,Mayoría Relativa, México Distrito: 36 (Tejupilco de Hidalgo) ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
ÁGIL,Ivonne Liliana Alvarez Garcia,Senadora Propietario,PRI,25/04/1978, Nuevo León ,Mayoría Relativa, Nuevo León ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
CGA,J. Apolinar Casillas Gutierrez,Diputado Propietario,PAN,21/05/1963, Jalisco ,Mayoría Relativa, Querétaro Distrito: 4 (Santiago de Querétaro) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
ZMJ,J. Jesus Zuñiga Mendoza,Diputado Propietario,PRI,01/01/1900, Jalisco ,Mayoría Relativa, Jalisco Distrito: 18 (Autlán de Navarro) ,Técnico,Administración y contaduría,LXIII,29/08/2015,31/08/2018
NMJ,Jacqueline Nava Mouett,Diputada Propietario,PAN,11/04/1980, Baja California ,Mayoría Relativa, Baja California Distrito: 8 (Tijuana) ,Licenciatura,Arquitectura y diseño,LXIII,29/08/2015,31/08/2018
BRJM,Jasmine Maria Bugarin Rodriguez,Diputada Propietario,PRI,01/01/1900, ,Mayoría Relativa, Nayarit Distrito: 3 (Compostela) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
NVJA,Javier Antonio Neblina Vega,Diputado Propietario,PAN,12/07/1973, Sonora ,Mayoría Relativa, Sonora Distrito: 3 (Hermosillo) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
GGJ,Javier Guerrero Garcia,Diputado Propietario,Sin Partido,20/10/1958, Coahuila ,Representación Proporcional, Coahuila Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
LAJ,Javier Lozano Alarcon,Senador Propietario,Sin Partido,21/11/1962, Puebla ,Primera Minoría, Puebla ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
HBJO,Javier Octavio Herrera Borunda,Diputado Propietario,PVEM,25/06/1980, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
OAJA,Jeronimo Alejandro Ojeda Anguiano,Diputado Propietario,Morena,09/01/1969, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 19 (Iztapalapa) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
LRJA,Jesus Antonio Lopez Rodriguez,Diputado Propietario,PAN,23/09/1961, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 4 (Guasave) ,Doctorado,Ciencias de la salud,LXIII,29/08/2015,31/08/2018
CRJ,Jesus Casillas Romero,Senador Propietario,PRI,13/05/1962, ,Mayoría Relativa, Jalisco ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
ÁLJE,Jesus Emiliano Alvarez Lopez,Diputado Propietario,Morena,06/03/1983, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 6 (Gustavo A. Madero) ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
JRJE,Jesus Enrique Jackson Ramirez,Diputado Propietario,PRI,24/12/1945, Sinaloa ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
RGJG,Jesus Gilberto Rodriguez Garza,Diputado Suplente,PRI,01/01/1900, ,Mayoría Relativa, Nuevo León Distrito: 8 (Guadalupe) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
PCJ,Jesus Priego Calva,Senador Suplente,PRI,05/01/1936, ,Mayoría Relativa, Hidalgo ,Preparatoria,,LXIII,29/08/2015,31/08/2018
MSJR,Jesus Rafael Mendez Salas,Diputado Propietario,Panal,01/01/1900, ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Maestría,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
CTJR,Jesus Ricardo Canavati Tafich,Diputado Propietario,PVEM,08/10/1943, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Licenciatura,Psicología,LXIII,29/08/2015,31/08/2018
VGJS,Jesus Salvador Valencia Guzman,Diputado Propietario,Morena,22/09/1974, ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
SLJ,Jesus Serrano Lora,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Pasante/Licenciatura trunca,Administración y contaduría,LXIII,29/08/2015,31/08/2018
SSJ,Jesus Sesma Suarez,Diputado Propietario,PVEM,03/09/1978, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
VCJ,Joaquina Viveros Cordoba,Diputada Suplente,PRI,01/01/1900, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
AAJ,Joel Ayala Almeida,Senador Propietario,PRI,20/12/1946, Sonora ,Representación Proporcional, N/A ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
CDJA,Jorge Alejandro Carvallo Delfin,Diputado Propietario,PRI,26/05/1974, Veracruz ,Mayoría Relativa, Veracruz Distrito: 19 (San Andrés Tuxtla) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
AÁJ,Jorge Arechiga Avila,Senador Suplente,PVEM,23/04/1970, Jalisco ,Mayoría Relativa, Quintana Roo ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
DFJE,Jorge Enrique Davila Flores,Diputado Propietario,PRI,08/11/1958, Coahuila ,Representación Proporcional, Coahuila Circunscripción: Segunda ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
LMJL,Jorge Luis Lavalle Maury,Senador Propietario,PAN,16/07/1975, Campeche ,Primera Minoría, Campeche ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
PRJL,Jorge Luis Preciado Rodriguez,Senador Propietario,PAN,09/08/1972, Colima ,Primera Minoría, Colima ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
LMJ,Jorge Lopez Martin,Diputado Propietario,PAN,27/01/1972, Distrito Federal ,Mayoría Relativa, Aguascalientes Distrito: 3 (Aguascalientes) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
RRJ,Jorge Ramirez Rosete,Diputado Suplente,Morena,01/01/1900, ,Mayoría Relativa, Distrito Federal Distrito: 8 (Cuauhtémoc) ,,,LXIII,29/08/2015,31/08/2018
TLJ,Jorge Tello Lopez,Diputado Propietario,PRD,01/01/1900, ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Pasante/Licenciatura trunca,Ingeniería,LXIII,29/08/2015,31/08/2018
TLJ,Jorge Toledo Luis,Senador Suplente,PRI,10/12/1966, Oaxaca ,Primera Minoría, Oaxaca ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
TTJ,Jorge Triana Tena,Diputado Propietario,PAN,08/09/1976, ,Mayoría Relativa, Distrito Federal Distrito: 10 (Miguel Hidalgo) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
GSJdJ,Jorge de Jesus Gordillo Sanchez,Diputado Suplente,PVEM,01/01/1900, ,Mayoría Relativa, Chiapas Distrito: 3 (Ocosingo) ,,,LXIII,29/08/2015,31/08/2018
ÁMJ,Jorge Alvarez Maynez,Diputado Propietario,MC,08/07/1985, Zacatecas ,Representación Proporcional, Jalisco Circunscripción: Primera ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
GLJ,Josefina Gonzalez Luna,Diputada Propietario,Panal,01/01/1900, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Técnico,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
MGJ,Josue Muñoz Guevara,Diputado Suplente,PRI,01/01/1900, ,Mayoría Relativa, México Distrito: 25 (Chimalhuacán) ,,,LXIII,29/08/2015,31/08/2018
GNJA,Jose Adrian Gonzalez Navarro,Diputado Propietario,PAN,24/08/1972, ,Mayoría Relativa, Nuevo León Distrito: 6 (Monterrey) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
CBJA,Jose Alberto Couttolenc Buentello,Diputado Propietario,PVEM,01/01/1900, ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
FVJA,Jose Alfredo Ferreiro Velazco,Diputado Propietario,PES,03/08/1959, Baja California ,Representación Proporcional, Baja California Circunscripción: Primera ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
THJA,Jose Alfredo Torres Huitron,Diputado Propietario,PRI,12/12/1973, México ,Mayoría Relativa, México Distrito: 13 (Ecatepec de Morelos) ,Maestría,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
AGJA,Jose Antonio Arevalo Gonzalez,Diputado Propietario,PVEM,05/10/1971, Distrito Federal ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
EGJA,Jose Antonio Estefan Garfias,Diputado Propietario,PRD,16/12/1954, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 5 (Santo Domingo Tehuantepec) ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
JSJA,Jose Armando Jasso Silva,Diputado Suplente,PAN,30/10/1960, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 11 (Guadalupe) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
OBJA,Jose Ascencion Orihuela Barcenas,Senador Propietario,PRI,19/03/1952, Michoacán ,Mayoría Relativa, Michoacán ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
BMJE,Jose Erandi Bermudez Mendez,Diputado Propietario,PAN,15/03/1977, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 11 (Pénjamo) ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
LCJE,Jose Everardo Lopez Cordova,Diputado Propietario,PAN,14/12/1984, Sonora ,Mayoría Relativa, Sonora Distrito: 1 (San Luis Río Colorado) ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
HAJG,Jose Guadalupe Hernandez Alcala,Diputado Propietario,PRD,01/01/1900, Michoacán ,Mayoría Relativa, Michoacán Distrito: 7 (Zacapu) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
CBJH,Jose Hernan Cortes Berumen,Diputado Propietario,PAN,17/04/1976, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
CRJH,Jose Hugo Cabrera Ruiz,Diputado Propietario,PRI,21/06/1965, Querétaro ,Mayoría Relativa, Querétaro Distrito: 1 (Cadereyta de Montes) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
PLJI,Jose Ignacio Pichardo Lechuga,Diputado Propietario,PRI,08/09/1966, México ,Mayoría Relativa, México Distrito: 23 (Valle de Bravo) ,Pasante/Licenciatura trunca,Comunicación,LXIII,29/08/2015,31/08/2018
CEJL,Jose Luis Cardoso Estevez,Diputado Suplente,PRI,01/01/1900, ,Mayoría Relativa, México Distrito: 37 (Cuautitlán) ,,,LXIII,29/08/2015,31/08/2018
OSAJL,Jose Luis Orozco Sanchez Aldana,Diputado Propietario,PRI,10/01/1966, Jalisco ,Mayoría Relativa, Jalisco Distrito: 19 (Ciudad Guzmán) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
SSJL,Jose Luis Saenz Soto,Diputado Propietario,PRI,05/03/1970, Veracruz ,Mayoría Relativa, Veracruz Distrito: 14 (Minatitlán) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
TMJL,Jose Luis Toledo Medina,Diputado Propietario,Sin Partido,01/01/1900, ,Mayoría Relativa, Quintana Roo Distrito: 1 (Playa del Carmen) ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
OAJMA,Jose Marco Antonio Olvera Acevedo,Senador Suplente,PRI,13/06/1951, Zacatecas ,Mayoría Relativa, Zacatecas ,Maestría,Comunicación,LXIII,29/08/2015,31/08/2018
MMJM,Jose Maria Martinez Martinez,Senador Propietario,Sin Partido,09/06/1972, Jalisco ,Primera Minoría, Jalisco ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
TFJM,Jose Maria Tapia Franco,Senador Suplente,PRI,30/07/1975, Sonora ,Primera Minoría, Distrito Federal ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
GLJM,Jose Maximo Garcia Lopez,Diputado Propietario,PAN,12/11/1971, Baja California ,Mayoría Relativa, Baja California Distrito: 5 (Tijuana) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
NGJ,Jose Nuño Guzman,Diputado Suplente,MC,01/01/1900, ,Mayoría Relativa, Jalisco Distrito: 11 (Guadalajara) ,,,LXIII,29/08/2015,31/08/2018
SRJR,Jose Refugio Sandoval Rodriguez,Diputado Propietario,PVEM,24/11/1979, Coahuila ,Mayoría Relativa, Coahuila Distrito: 6 (Torreón) ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
SLJ,Jose Santiago Lopez,Diputado Propietario,PRD,01/01/1900, ,Mayoría Relativa, México Distrito: 20 (Ciudad Nezahualcóyotl) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
BLJT,Jose Teodoro Barraza Lopez,Diputado Propietario,PAN,30/04/1960, Sinaloa ,Representación Proporcional, Baja California Circunscripción: Primera ,Pasante/Licenciatura trunca,Administración y contaduría,LXIII,29/08/2015,31/08/2018
GRJdJ,Jose de Jesus Galindo Rosas,Diputado Suplente,PVEM,17/05/1969, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 8 (Mazatlán) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
SGJdJ,Jose de Jesus Santana Garcia,Senador Suplente,PAN,16/04/1963, Distrito Federal ,Mayoría Relativa, Aguascalientes ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
ZGJdJ,Jose de Jesus Zambrano Grijalva,Diputado Propietario,PRD,01/10/1953, Sonora ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
CHJdP,Jose del Pilar Cordova Hernandez,Diputado Propietario,PRI,12/10/1959, Tabasco ,Mayoría Relativa, Tabasco Distrito: 6 (Villahermosa) ,Preparatoria,,LXIII,29/08/2015,31/08/2018
BZJA,Juan Alberto Blanco Zaldivar,Diputado Propietario,PAN,04/12/1960, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 6 (Chihuahua) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
FSNJA,Juan Alejandro Fernandez Sanchez Navarro,Senador Suplente,PAN,03/01/1977, Distrito Federal ,Primera Minoría, Baja California Sur ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
IOJA,Juan Antonio Ixtlahuac Orihuela,Diputado Propietario,PRI,19/07/1980, Michoacán ,Mayoría Relativa, Michoacán Distrito: 3 (Heróica Zitácuaro) ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
MOJA,Juan Antonio Melendez Ortega,Diputado Propietario,PRI,07/04/1971, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 5 (Delicias) ,Secundaria,,LXIII,29/08/2015,31/08/2018
RHJC,Juan Carlos Romero Hicks,Senador Propietario,PAN,10/12/1955, Guanajuato ,Mayoría Relativa, Guanajuato ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
RGJC,Juan Carlos Ruiz Garcia,Diputado Propietario,PAN,28/02/1967, Distrito Federal ,Mayoría Relativa, Nuevo León Distrito: 10 (Monterrey) ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
COJ,Juan Chavez Ocegueda,Diputado Suplente,MC,01/01/1900, ,Mayoría Relativa, Jalisco Distrito: 12 (Tlajomulco de Zúñiga) ,,,LXIII,29/08/2015,31/08/2018
CMJ,Juan Corral Mier,Diputado Propietario,PAN,06/09/1969, Tlaxcala ,Representación Proporcional, Tlaxcala Circunscripción: Cuarta ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
RQJF,Juan Fernando Rubio Quiroz,Diputado Propietario,PRD,01/01/1900, ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Maestría,Ciencias,LXIII,29/08/2015,31/08/2018
FRJG,Juan Gerardo Flores Ramirez,Senador Propietario,PVEM,31/07/1968, ,Representación Proporcional, N/A ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
CBJM,Juan Manuel Cavazos Balderas,Diputado Propietario,PRI,27/11/1980, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 2 (Apodaca) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
CAJM,Juan Manuel Celis Aguirre,Diputado Propietario,PVEM,01/01/1900, México ,Mayoría Relativa, Puebla Distrito: 13 (Atlixco) ,Pasante/Licenciatura trunca,Ingeniería,LXIII,29/08/2015,31/08/2018
PKJP,Juan Pablo Piña Kurczyn,Diputado Propietario,PAN,19/01/1980, Puebla ,Mayoría Relativa, Puebla Distrito: 3 (Teziutlán) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
RTJ,Juan Romero Tenorio,Diputado Propietario,Morena,24/06/1963, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 2 (Gustavo A. Madero) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
CCJA,Juana Aurora Cavazos Cavazos,Diputada Propietario,PRI,07/03/1956, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 3 (General Escobedo) ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
FMJ,Julieta Fernandez Marquez,Diputada Propietario,PRI,01/01/1900, ,Mayoría Relativa, Guerrero Distrito: 4 (Acapulco de Juárez) ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
